Name,Value
Maritime Points : Sonobuoy : Digital Frequency Analysis and Recording (DIFAR),G-G-GPUYD-
Maritime Points : Sonobuoy : Kingpin,G-G-GPUYK-
Maritime Points : Sonobuoy : Low Frequency Analysis and Recording (LOFAR),G-G-GPUYL-
Maritime Points : Sonobuoy : Pattern Center,G-G-GPUYP-
Maritime Points : Sonobuoy : Range Only,G-G-GPUYR-
Maritime Points : Sonobuoy : Directional Command Active Sonobuoy System (DICASS),G-G-GPUYS-
Maritime Points : Sonobuoy : Air Transportable Communication,G-G-GPUYT-
Maritime Points : Sonobuoy : Vertical Line Array Directional Frequency Analysis and Recording (DIFAR),G-G-GPUYV-
Maritime Points : Sonobuoy : Expired,G-G-GPUYX-
Maritime Points : Aim Point,G-G-GPWA--
Maritime Points : Drop Point,G-G-GPWD--
Maritime Points : Entry Point,G-G-GPWE--
Maritime Points : Ground Zero,G-G-GPWG--
Maritime Points : Impact Point,G-G-GPWI--
Maritime Points : Missile Detection Point,G-G-GPWM--
Maritime Points : Predicted Impact Point,G-G-GPWP--
Maneuver Points : Point of Departure,G-G-OPP---
Protection Areas : Minefield : Dummy,G-G-PN----
Protection Points : Engineer Regulating Point,G-M-BCP---
Protection Points : Decontamination/Site : Alternate,G-M-NDA---
Protection Points : Decontamination/Site : Equipment/Troop,G-M-NDB---
Protection Points : Decontamination/Site : Thorough,G-M-NDD---
Protection Points : Decontamination/Site : Equipment,G-M-NDE---
Protection Points : Decontamination/Site : Operational,G-M-NDO---
Protection Points : Decontamination/Site,G-M-NDP---
Protection Points : Decontamination/Site : Troop,G-M-NDT---
Protection Points : Biological Event,G-M-NEB---
Protection Points : Chemical Event,G-M-NEC---
Protection Points : Nuclear Fallout Producing Event,G-M-NF----
Protection Points : Nuclear Event,G-M-NZ----
Protection Points : Tetrahedrons- Dragons Teeth- and Other Similar Obstacles : Fixed and Prefabricated,G-M-OAOF--
Protection Points : Tetrahedrons- Dragons Teeth- and Other Similar Obstacles : Movable,G-M-OAOM--
Protection Points : Tetrahedrons- Dragons Teeth- and Other Similar Obstacles : Movable and Prefabricated,G-M-OAOP--
Protection Points : Booby Trap,G-M-OB----
Protection Points : Vertical Obstructions : Tower-High,G-M-OHTH--
Protection Points : Vertical Obstructions : Tower-Low,G-M-OHTL--
Protection Points : Antitank Mine with Anti-handling Device,G-M-OMD---
Protection Points : Antipersonnel Mine : With Directional Effects,G-M-OME---
Protection Points : Antipersonnel Mine,G-M-OMP---
Protection Points : Antitank Mine,G-M-OMT---
Protection Points : Unspecified Mine,G-M-OMU---
Protection Points : Wide Area Antitank Mine,G-M-OMW---
Protection Points : Shelter,G-M-SE----
Protection Points : Fort,G-M-SF----
Protection Points : Shelter Above Ground,G-M-SS----
Protection Points : Below Ground Shelter,G-M-SU----
Maritime Points : Ditched Aircraft/Downed Aircraft,G-O-ED----
Maritime Points : Person in Water/Bailout,G-O-EP----
Maritime Points : Distressed Vessel,G-O-EV----
Maritime Points : Acoustic Fix,G-O-FA----
Maritime Points : Electromagnetic Fix,G-O-FE----
Maritime Points : Optical Fix,G-O-FO----
Maritime Points : Iceberg,G-O-HI----
Maritime Points : Sea Mine-Like,G-O-HM----
Maritime Points : Oil Rig,G-O-HO----
Maritime Points : Bottom Return/Non-Mine Like Bottom Object (NOMBO)/Installation Manmade,G-O-SBM---
Maritime Points : Bottom Return/Non-Mine Like Bottom Object (NOMBO),G-O-SBN---
Maritime Points : Bottom Return/Non-MILCO-Wreck-Non Dangerous,G-O-SBW---
Maritime Points : Bottom Return/Non-MILCO-Wreck-Dangerous,G-O-SBX---
Maritime Points : Marine Life,G-O-SM----
Maritime Points : Sea Anomaly (Wake-Current-Knuckle),G-O-SS----
Sustainment Points : Ammunition Supply Point,G-S-PAS---
Sustainment Points : Ammunition Transfer Point,G-S-PAT---
Sustainment Points : Cannibalization Point,G-S-PC----
Sustainment Points : Detainee Collection Point,G-S-PD----
Sustainment Points : Enemy Prisoner of War Collection Point,G-S-PE----
Sustainment Points : Trailer Transfer Point (TTP),G-S-PI----
Sustainment Points : Logistics Release Point,G-S-PL----
Sustainment Points : Maintenance Collection Point (MCP),G-S-PM----
Sustainment Points : Unit Maintenance Collection Point (UMCP),G-S-PN----
Sustainment Points : Traffic Control Post (TCP),G-S-PO----
Sustainment Points : Rearm-Refuel and Resupply Point (R3P),G-S-PR----
Sustainment Points : General Supply : US Class I Supply Point,G-S-PSA---
Sustainment Points : General Supply : US Class II Supply Point,G-S-PSB---
Sustainment Points : General Supply : US Class III Supply Point,G-S-PSC---
Sustainment Points : General Supply : US Class IV Supply Point,G-S-PSD---
Sustainment Points : General Supply : US Class V Supply Point,G-S-PSE---
Sustainment Points : General Supply : US Class VI Supply Point,G-S-PSF---
Sustainment Points : General Supply : US Class VII Supply Point,G-S-PSG---
Sustainment Points : General Supply : US Class VIII Supply Point,G-S-PSH---
Sustainment Points : General Supply : US Class IX Supply Point,G-S-PSI---
Sustainment Points : General Supply : US Class X Supply Point,G-S-PSJ---
Sustainment Points : General Supply,G-S-PSZ---
Sustainment Points : Civilian Collection Point,G-S-PT----
Sustainment Points : Refuel on the Move (ROM) Point,G-S-PU----
Sustainment Points : Ambulance Exchange Point,G-S-PX----
Sustainment Points : Casualty Collection Point,G-S-PY----
Mission Tasks : Destroy,G-T-D-----
Mission Tasks : Interdict,G-T-I-----
Mission Tasks : Neutralize,G-T-N-----
