Name,Value
Weapon/Weapon System : Howitzer : Medium,S-G-EWHM--
Weapon/Weapon System : Missile Launcher,S-G-EWM---
Weapon/Weapon System : ADML,S-G-EWMA--
Weapon/Weapon System : ADML : Medium,S-G-EWMAI-
Weapon/Weapon System : ADML : Medium- TELAR Air Defense Missile Launcher,S-G-EWMAIE
Weapon/Weapon System : ADML : Medium- TLAR,S-G-EWMAIR
Weapon/Weapon System : ADML : Heavy,S-G-EWMAL-
Weapon/Weapon System : ADML : Heavy- TELAR,S-G-EWMALE
Weapon/Weapon System : ADML : Heavy- TLAR,S-G-EWMALR
Weapon/Weapon System : ADML : Light,S-G-EWMAS-
Weapon/Weapon System : ADML : Light- Light Tactical Landing Approach Radar (TELAR),S-G-EWMASE
Weapon/Weapon System : ADML : Light- Light Transporter-Launcher and Radar (TLAR),S-G-EWMASR
Weapon/Weapon System : Surface-to-Surface Missile Launcher,S-G-EWMS--
Weapon/Weapon System : Surface-to-Surface Missile Launcher : Medium,S-G-EWMSI-
Weapon/Weapon System : Surface-to-Surface Missile Launcher : Heavy,S-G-EWMSL-
Weapon/Weapon System : Surface-to-Surface Missile Launcher : Light,S-G-EWMSS-
Weapon/Weapon System : Antitank Missile Launcher,S-G-EWMT--
Weapon/Weapon System : Antitank Missile Launcher : Heavy,S-G-EWMTH-
Weapon/Weapon System : Antitank Missile Launcher : Light,S-G-EWMTL-
Weapon/Weapon System : Antitank Missile Launcher : Medium,S-G-EWMTM-
Weapon/Weapon System : Mortar,S-G-EWO---
Weapon/Weapon System : Mortar : Heavy,S-G-EWOH--
Weapon/Weapon System : Mortar : Light,S-G-EWOL--
Weapon/Weapon System : Mortar : Medium,S-G-EWOM--
Weapon/Weapon System : Rifle,S-G-EWR---
Weapon/Weapon System : Rifle : Automatic Rifle,S-G-EWRH--
Weapon/Weapon System : Rifle : Semiautomatic Rifle,S-G-EWRL--
Weapon/Weapon System : Rifle : Single Shot Rifle,S-G-EWRR--
Weapon/Weapon System : Single Rocket Launcher,S-G-EWS---
Weapon/Weapon System : Single Rocket Launcher : Heavy,S-G-EWSH--
Weapon/Weapon System : Single Rocket Launcher : Light,S-G-EWSL--
Weapon/Weapon System : Single Rocket Launcher : Medium,S-G-EWSM--
Weapon/Weapon System : Antitank Rocket Launcher,S-G-EWT---
Weapon/Weapon System : Antitank Rocket Launcher : Heavy,S-G-EWTH--
Weapon/Weapon System : Antitank Rocket Launcher : Light,S-G-EWTL--
Weapon/Weapon System : Antitank Rocket Launcher : Medium,S-G-EWTM--
Weapon/Weapon System : Multiple Rocket Launcher,S-G-EWX---
Weapon/Weapon System : Multiple Rocket Launcher : Heavy,S-G-EWXH--
Weapon/Weapon System : Multiple Rocket Launcher : Light,S-G-EWXL--
Weapon/Weapon System : Multiple Rocket Launcher : Medium,S-G-EWXM--
Weapon/Weapon System : Grenade Launcher,S-G-EWZ---
Weapon/Weapon System : Grenade Launcher : Heavy,S-G-EWZH--
Weapon/Weapon System : Grenade Launcher : Light,S-G-EWZL--
Weapon/Weapon System : Grenade Launcher : Medium,S-G-EWZM--
Weapon/Weapon System : Flame Thrower,S-G-EXF---
Land Mines : Improvised Explosives Device (IED),S-G-EXI---
Other Equipment : Laser,S-G-EXL---
Land Mines : Land Mine,S-G-EXM---
Land Mines : Antipersonnel Land Mine (APL),S-G-EXMC--
Land Mines : Less than lethal,S-G-EXML--
Other Equipment : CBRN Equipment,S-G-EXN---
