SymbolSet,ModifierNumber,Category,Name,Code,UniqueName
52,1,Land/Sea Surface Radar,Instrument Landing System,22,Radar : Instrument Landing System (Land)
52,1,Air/Land Radar,Ionospheric Sounding,23,Radar : Ionospheric Sounding (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Radar,Identification Friend or Foe (Transponder),24,Radar : Identification Friend or Foe (Transponder) (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Barrage Jammer,25,Jammer : Barrage Jammer (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Click Jammer,26,Jammer : Click Jammer (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Deceptive Jammer,27,Jammer : Deceptive Jammer (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Frequency Swept Jammer,28,Jammer : Frequency Swept Jammer (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Jammer (General),29,Jammer : Jammer (General) (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Noise Jammer,30,Jammer : Noise Jammer (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Pulsed Jammer,31,Jammer : Pulsed Jammer (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Repeater Jammer,32,Jammer : Repeater Jammer (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Spot Noise Jammer,33,Jammer : Spot Noise Jammer (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Transponder Jammer,34,Jammer : Transponder Jammer (Land)
52,1,Air/Land/Sea Surface Radar,Missile Acquisition,35,Radar : Missile Acquisition (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Missile Control,36,Jammer : Missile Control (Land)
52,1,Air/Land/Sea Surface Radar,Meteorological,38,Radar : Meteorological (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Multi-Function,39,Jammer : Multi-Function (Land)
52,1,Air/Land/Sea Surface Radar,Missile Guidance,40,Radar : Missile Guidance (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Missile Tracking,42,Jammer : Missile Tracking (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Navigational/General,43,Jammer : Navigational/General (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Navigational/Distance Measuring Equipment,44,Jammer : Navigational/Distance Measuring Equipment (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Navigation/Terrain Following,45,Jammer : Navigation/Terrain Following (Land)
52,1,Air/Land/Sea Surface/Subsurface Jammer,Navigational/Weather Avoidance,46,Jammer : Navigational/Weather Avoidance (Land)
52,1,Air/Land/Sea Surface/Subsurface Communications,Omni-Line of Sight (LOS),47,Communications : Omni-Line of Sight (LOS) (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Communications,Point-to-Point Line of Sight (LOS),49,Communications : Point-to-Point Line of Sight (LOS) (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Radar,Instrumentation,50,Radar : Instrumentation (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Radar,Range Only,51,Radar : Range Only (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Radar,Space,54,Radar : Space (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Radar,Surface Search,55,Radar : Surface Search (Land)
52,1,Land Radar,Shell Tracking,56,Radar : Shell Tracking
52,1,Air/Land/Sea Surface/Subsurface Communications,Satellite Uplink,57,Communications : Satellite Uplink (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Target Acquisition,58,Jammer : Target Acquisition (Land)
52,1,Air/Land/Sea Surface Radar,Target Illumination,59,Radar : Target Illumination (Land)
52,1,Land Communications,Tropospheric Scatter,60,Communications : Tropospheric Scatter
52,1,Space/Air/Land/Sea Surface/Subsurface Radar,Target Tracking,61,Radar : Target Tracking (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Radar,Unknown,62,Radar : Unknown (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Radar,Video Remoting,63,Radar : Video Remoting (Land)
52,1,Space/Air/Land/Sea Surface/Subsurface Radar,Experimental,64,Radar : Experimental (Land)
53,1,,Unspecified,00,Unspecified
53,1,Land/Sea Surface Radar,Anti-Aircraft Fire Control,01,Radar : Anti-Aircraft Fire Control (Sea Surface)
53,1,Air/Land/Sea Surface Radar,Air Traffic Control,06,Radar : Air Traffic Control (Sea Surface)
53,1,Air/Land/Sea Surface/Subsurface Radar,Beacon Transponder (not IFF),07,Radar : Beacon Transponder (not IFF) (Sea Surface)
53,1,Land/Sea Surface Radar,Controlled Approach,09,Radar : Controlled Approach (Sea Surface)
53,1,Air/Land/Sea Surface Radar,Controlled Intercept,10,Radar : Controlled Intercept (Sea Surface)
53,1,Air/Land/Sea Surface/Subsurface Communications,Cellular/Mobile,11,Communications : Cellular/Mobile (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Decoy/Mimic,13,Jammer : Decoy/Mimic (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Radar,Data Transmission,14,Radar : Data Transmission (Sea Surface)
53,1,Air/Land/Sea Surface/Subsurface Radar,Early Warning,16,Radar : Early Warning (Sea Surface)
53,1,Air/Land/Sea Surface Radar,Fire Control,17,Radar : Fire Control (Sea Surface)
53,1,Land/Sea Surface Radar,Height Finding,19,Radar : Height Finding (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Radar,Identification Friend or Foe (Interrogator),21,Radar : Identification Friend or Foe (Interrogator) (Sea Surface)
53,1,Land/Sea Surface Radar,Instrument Landing System,22,Radar : Instrument Landing System (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Radar,Identification Friend or Foe (Transponder),24,Radar : Identification Friend or Foe (Transponder) (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Barrage Jammer,25,Jammer : Barrage Jammer (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Click Jammer,26,Jammer : Click Jammer (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Deceptive Jammer,27,Jammer : Deceptive Jammer (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Frequency Swept Jammer,28,Jammer : Frequency Swept Jammer (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Jammer (General),29,Jammer : Jammer (General) (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Noise Jammer,30,Jammer : Noise Jammer (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Pulsed Jammer,31,Jammer : Pulsed Jammer (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Repeater Jammer,32,Jammer : Repeater Jammer (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Spot Noise Jammer,33,Jammer : Spot Noise Jammer (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Transponder Jammer,34,Jammer : Transponder Jammer (Sea Surface)
53,1,Air/Land/Sea Surface Radar,Missile Acquisition,35,Radar : Missile Acquisition (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Missile Control,36,Jammer : Missile Control (Sea Surface)
53,1,Air/Land/Sea Surface Radar,Meteorological,38,Radar : Meteorological (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Multi-Function,39,Jammer : Multi-Function (Sea Surface)
53,1,Air/Land/Sea Surface Radar,Missile Guidance,40,Radar : Missile Guidance (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Missile Tracking,42,Jammer : Missile Tracking (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Navigational/General,43,Jammer : Navigational/General (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Navigational/Distance Measuring Equipment,44,Jammer : Navigational/Distance Measuring Equipment (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Navigation/Terrain Following,45,Jammer : Navigation/Terrain Following (Sea Surface)
53,1,Air/Land/Sea Surface/Subsurface Jammer,Navigational/Weather Avoidance,46,Jammer : Navigational/Weather Avoidance (Sea Surface)
53,1,Air/Land/Sea Surface/Subsurface Communications,Omni-Line of Sight (LOS),47,Air/Land/Sea Surface/Subsurface Communications : Omni-Line of Sight (LOS) (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Communications,Point-to-Point Line of Sight (LOS),49,Communications : Point-to-Point Line of Sight (LOS) (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Radar,Instrumentation,50,Radar : Instrumentation (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Radar,Range Only,51,Radar : Range Only (Sea Surface)
53,1,Sea Surface/Subsurface Radar,Sonobuoy,52,Radar : Sonobuoy (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Radar,Space,54,Radar : Space (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Radar,Surface Search,55,Radar : Surface Search (Sea Surface)
53,1,Air/Land/Sea Surface/Subsurface Communications,Satellite Uplink,57,Communications : Satellite Uplink (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Target Acquisition,58,Jammer : Target Acquisition (Sea Surface)
53,1,Air/Land/Sea Surface Radar,Target Illumination,59,Radar : Target Illumination (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Radar,Target Tracking,61,Radar : Target Tracking (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Radar,Unknown,62,Radar : Unknown (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Radar,Video Remoting,63,Radar : Video Remoting (Sea Surface)
53,1,Space/Air/Land/Sea Surface/Subsurface Radar,Experimental,64,Radar : Experimental (Sea Surface)
54,1,,Unspecified,00,Unspecified
54,1,Air/Land/Sea Surface/Subsurface Radar,Beacon Transponder (not IFF),07,Radar : Beacon Transponder (not IFF) (Sea Subsurface)
54,1,Air/Land/Sea Surface/Subsurface Communications,Cellular/Mobile,11,Communications : Cellular/Mobile (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Decoy/Mimic,13,Jammer : Decoy/Mimic (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Radar,Data Transmission,14,Radar : Data Transmission (Sea Subsurface)
54,1,Air/Land/Sea Surface/Subsurface Radar,Early Warning,16,Radar : Early Warning (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Radar,Identification Friend or Foe (Interrogator),21,Radar : Identification Friend or Foe (Interrogator) (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Radar,Identification Friend or Foe (Transponder),24,Radar : Identification Friend or Foe (Transponder) (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Barrage Jammer,25,Jammer : Barrage Jammer (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Click Jammer,26,Jammer : Click Jammer (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Deceptive Jammer,27,Jammer : Deceptive Jammer (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Frequency Swept Jammer,28,Jammer : Frequency Swept Jammer (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Jammer (General),29,Jammer : Jammer (General) (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Noise Jammer,30,Jammer : Noise Jammer (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Pulsed Jammer,31,Jammer : Pulsed Jammer (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Repeater Jammer,32,Jammer : Repeater Jammer (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Spot Noise Jammer,33,Jammer : Spot Noise Jammer (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Transponder Jammer,34,Jammer : Transponder Jammer (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Missile Control,36,Jammer : Missile Control (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Multi-Function,39,Jammer : Multi-Function (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Missile Tracking,42,Jammer : Missile Tracking (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Navigational/General,43,Jammer : Navigational/General (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Navigational/Distance Measuring Equipment,44,Jammer : Navigational/Distance Measuring Equipment (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Navigation/Terrain Following,45,Jammer : Navigation/Terrain Following (Sea Subsurface)
54,1,Air/Land/Sea Surface/Subsurface Jammer,Navigational/Weather Avoidance,46,Jammer : Navigational/Weather Avoidance (Sea Subsurface)
54,1,Air/Land/Sea Surface/Subsurface Communications,Omni-Line of Sight (LOS),47,Communications : Omni-Line of Sight (LOS) (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Communications,Point-to-Point Line of Sight (LOS),49,Communications : Point-to-Point Line of Sight (LOS) (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Radar,Instrumentation,50,Radar : Instrumentation (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Radar,Range Only,51,Radar : Range Only (Sea Subsurface)
54,1,Sea Surface/Subsurface Radar,Sonobuoy,52,Radar : Sonobuoy (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Radar,Space,54,Radar : Space (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Radar,Surface Search,55,Radar : Surface Search (Sea Subsurface)
54,1,Air/Land/Sea Surface/Subsurface Communications,Satellite Uplink,57,Communications : Satellite Uplink (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Jammer,Target Acquisition,58,Jammer : Target Acquisition (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Radar,Target Tracking,61,Radar : Target Tracking (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Radar,Unknown,62,Radar : Unknown (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Radar,Video Remoting,63,Radar : Video Remoting (Sea Subsurface)
54,1,Space/Air/Land/Sea Surface/Subsurface Radar,Experimental,64,Radar : Experimental (Sea Subsurface)
