filePath,pointSize,styleItemName,styleItemCategory,styleItemTags,styleItemUniqueId,styleItemGeometryType,notes
{Symbols_Root}\Appendices\Land\20120304.emf,64,Infrastructure : Commercial : Hazardous Material Production,Land Installation : Main Icon,Land Installation;Infrastructure;Commercial Infrastructure;Hazardous Material Production;FULL_OCTAGON;E*FPCD----H****;Point;Infrastructure : Commercial : Hazardous Material Production;20120304,20120304,Point,
{Symbols_Root}\Appendices\Land\20120305.emf,64,Infrastructure : Commercial : Hazardous Material Storage,Land Installation : Main Icon,Land Installation;Infrastructure;Commercial Infrastructure;Hazardous Material Storage;FULL_OCTAGON;E*FPCE----H****;Point;Infrastructure : Commercial : Hazardous Material Storage;20120305,20120305,Point,
{Symbols_Root}\Appendices\Land\20120306.emf,64,Infrastructure : Commercial : Industrial Site,Land Installation : Main Icon,Land Installation;Infrastructure;Commercial Infrastructure;Industrial Site;FULL_OCTAGON;E*FPCF----H****;Point;Infrastructure : Commercial : Industrial Site;20120306,20120306,Point,
{Symbols_Root}\Appendices\Land\20120307.emf,64,Infrastructure : Commercial : Landfill,Land Installation : Main Icon,Land Installation;Infrastructure;Commercial Infrastructure;Landfill;FULL_OCTAGON;E*FPCG----H****;Point;Infrastructure : Commercial : Landfill;20120307,20120307,Point,
{Symbols_Root}\Appendices\Land\20120308.emf,64,Infrastructure : Commercial : Pharmaceutical Manufacturer,Land Installation : Main Icon,Land Installation;Infrastructure;Commercial Infrastructure;Pharmaceutical Manufacturer;FULL_OCTAGON;E*FPCH----H****;Point;Infrastructure : Commercial : Pharmaceutical Manufacturer;20120308,20120308,Point,
{Symbols_Root}\Appendices\Land\20120309.emf,64,Infrastructure : Commercial : Contaminated Hazardous Waste Site,Land Installation : Main Icon,Land Installation;Infrastructure;Commercial Infrastructure;Contaminated Hazardous Waste Site;FULL_OCTAGON;E*FPCI----H****;Point;Infrastructure : Commercial : Contaminated Hazardous Waste Site;20120309,20120309,Point,
{Symbols_Root}\Appendices\Land\20120310.emf,64,Infrastructure : Commercial : Toxic Release Inventory,Land Installation : Main Icon,Land Installation;Infrastructure;Commercial Infrastructure;Toxic Release Inventory;FULL_OCTAGON;E*FPCJ----H****;Point;Infrastructure : Commercial : Toxic Release Inventory;20120310,20120310,Point,
{Symbols_Root}\Appendices\Land\20120400.emf,64,Infrastructure : Educational Facilities,Land Installation : Main Icon,Land Installation;Infrastructure;Educational Facilities Infrastructure;FULL_OCTAGON;E*FPD-----H****;Point;Infrastructure : Educational Facilities;20120400,20120400,Point,
{Symbols_Root}\Appendices\Land\20120401.emf,64,Infrastructure : Educational Facilities : College/University,Land Installation : Main Icon,Land Installation;Infrastructure;Educational Facilities Infrastructure;College/University;FULL_OCTAGON;E*FPDA----H****;Point;Infrastructure : Educational Facilities : College/University;20120401,20120401,Point,
{Symbols_Root}\Appendices\Land\20120402.emf,64,Infrastructure : Educational Facilities : School,Land Installation : Main Icon,Land Installation;Infrastructure;Educational Facilities Infrastructure;School;FULL_OCTAGON;E*FPDB----H****;Point;Infrastructure : Educational Facilities : School;20120402,20120402,Point,
{Symbols_Root}\Appendices\Land\20120500.emf,64,Infrastructure : Energy Facility,Land Installation : Main Icon,Land Installation;Infrastructure;Energy Facility Infrastructure;FULL_OCTAGON;S*GPIUE---H****;Point;Infrastructure : Energy Facility;20120500,20120500,Point,
