filePath,pointSize,styleItemName,styleItemCategory,styleItemTags,styleItemUniqueId,styleItemGeometryType,notes
{Symbols_Root}\Appendices\ControlMeasures\25181000.emf,64,Airspace Control Points : Strike Initial Point,Control Measure : Point,Control Measure;Airspace Control Points;Strike Initial Point;G*GPGPAS--****X;MAIN;Point;Airspace Control Points : Strike Initial Point;25181000,25181000,Point,
{Symbols_Root}\Appendices\ControlMeasures\25181100.emf,64,Airspace Control Points : Replenishment Station,Control Measure : Point,Control Measure;Airspace Control Points;Replenishment Station;G*GPGPAL--****X;MAIN;Point;Airspace Control Points : Replenishment Station;25181100,25181100,Point,
{Symbols_Root}\Appendices\ControlMeasures\25181200.emf,64,Airspace Control Points : Tanking,Control Measure : Point,Control Measure;Airspace Control Points;Tanking;G*GPGPAK--****X;MAIN;Point;Airspace Control Points : Tanking;25181200,25181200,Point,
{Symbols_Root}\Appendices\ControlMeasures\25181300.emf,64,Airspace Control Points : Antisubmarine Warfare- Rotary Wing,Control Measure : Point,Control Measure;Airspace Control Points;Antisubmarine Warfare- Rotary Wing;G*GPGPAH--****X;MAIN;Point;Airspace Control Points : Antisubmarine Warfare- Rotary Wing;25181300,25181300,Point,
{Symbols_Root}\Appendices\ControlMeasures\25181400.emf,64,Airspace Control Points : SUCAP - Fixed Wing,Control Measure : Point,Control Measure;Airspace Control Points;SUCAP - Fixed Wing;G*GPGPAB--****X;MAIN;Point;Airspace Control Points : SUCAP - Fixed Wing;25181400,25181400,Point,
{Symbols_Root}\Appendices\ControlMeasures\25181500.emf,64,Airspace Control Points : SUCAP - Rotary Wing,Control Measure : Point,Control Measure;Airspace Control Points;SUCAP - Rotary Wing;G*GPGPAC--****X;MAIN;Point;Airspace Control Points : SUCAP - Rotary Wing;25181500,25181500,Point,
{Symbols_Root}\Appendices\ControlMeasures\25181600.emf,64,Airspace Control Points : MIW - Fixed Wing,Control Measure : Point,Control Measure;Airspace Control Points;MIW - Fixed Wing;G*GPGPAD--****X;MAIN;Point;Airspace Control Points : MIW - Fixed Wing;25181600,25181600,Point,
{Symbols_Root}\Appendices\ControlMeasures\25181700.emf,64,Airspace Control Points : MIW - Rotary Wing,Control Measure : Point,Control Measure;Airspace Control Points;MIW - Rotary Wing;G*GPGPAE--****X;MAIN;Point;Airspace Control Points : MIW - Rotary Wing;25181700,25181700,Point,
{Symbols_Root}\Appendices\ControlMeasures\25181800.emf,64,Airspace Control Points : Tomcat,Control Measure : Point,Control Measure;Airspace Control Points;Tomcat;G*GPGPAO--****X;MAIN;Point;Airspace Control Points : Tomcat;25181800,25181800,Point,
{Symbols_Root}\Appendices\ControlMeasures\25181900.emf,64,Airspace Control Points : Rescue,Control Measure : Point,Control Measure;Airspace Control Points;Rescue;G*GPGPAR--****X;MAIN;Point;Airspace Control Points : Rescue;25181900,25181900,Point,
{Symbols_Root}\Appendices\ControlMeasures\25182000.emf,64,Airspace Control Points : Unmanned Aerial System (UAS/UA),Control Measure : Point,Control Measure;Airspace Control Points;Unmanned Aerial System (UAS/UA);G*GPGPAF--****X;MAIN;Point;Airspace Control Points : Unmanned Aerial System (UAS/UA);25182000,25182000,Point,
{Symbols_Root}\Appendices\ControlMeasures\25182100.emf,64,Airspace Control Points : VTUA,Control Measure : Point,Control Measure;Airspace Control Points;VTUA;G*GPGPAG--****X;MAIN;Point;Airspace Control Points : VTUA;25182100,25182100,Point,
{Symbols_Root}\Appendices\ControlMeasures\25182200.emf,64,Airspace Control Points : Orbit,Control Measure : Point,Control Measure;Airspace Control Points;Orbit;G*GPGPAI--****X;MAIN;Point;Airspace Control Points : Orbit;25182200,25182200,Point,
{Symbols_Root}\Appendices\ControlMeasures\25182300.emf,64,Airspace Control Points : Orbit - Figure Eight,Control Measure : Point,Control Measure;Airspace Control Points;Orbit - Figure Eight;G*GPGPAJ--****X;MAIN;Point;Airspace Control Points : Orbit - Figure Eight;25182300,25182300,Point,
{Symbols_Root}\Appendices\ControlMeasures\25182400.emf,64,Airspace Control Points : Orbit - Race Track,Control Measure : Point,Control Measure;Airspace Control Points;Orbit - Race Track;G*GPGPAM--****X;MAIN;Point;Airspace Control Points : Orbit - Race Track;25182400,25182400,Point,
{Symbols_Root}\Appendices\ControlMeasures\25182500.emf,64,Airspace Control Points : Orbit - Random Closed,Control Measure : Point,Control Measure;Airspace Control Points;Orbit - Random Closed;G*GPGPAN--****X;MAIN;Point;Airspace Control Points : Orbit - Random Closed;25182500,25182500,Point,
{Symbols_Root}\Appendices\ControlMeasures\25200400.emf,64,Maritime Areas : Ship Area of Interest,Control Measure : Point,Control Measure;Maritime Control Areas;Ship Area of Interest;NEW_AT_2525D;MAIN;Point;Maritime Areas : Ship Area of Interest;25200400,25200400,Point,
{Symbols_Root}\Appendices\ControlMeasures\25200500.emf,64,Maritime Areas : Active Maneuver Area,Control Measure : Point,Control Measure;Maritime Control Areas;Active Maneuver Area;NEW_AT_2525D;MAIN;Point;Maritime Areas : Active Maneuver Area;25200500,25200500,Point,
