filePath,pointSize,styleItemName,styleItemCategory,styleItemTags,notes
{Symbols_Root}\Appendices\ControlMeasures\25160204.svg,32,Control Measures : Maneuver Points : Observation Post/Outpost (specified) : Sensor Outpost /Listening Post,Control Measures : Main Icon,Control Measures;Maneuver Points;Observation Post/Outpost (specified);Sensor Outpost /Listening Post;Point;Appendices\ControlMeasures\25160204.svg;Control Measures : Maneuver Points : Observation Post/Outpost (specified) : Sensor Outpost /Listening Post;25160204,
{Symbols_Root}\Appendices\ControlMeasures\25160205.svg,32,Control Measures : Maneuver Points : Observation Post/Outpost (specified) : Combat Outpost,Control Measures : Main Icon,Control Measures;Maneuver Points;Observation Post/Outpost (specified);Combat Outpost;Point;Appendices\ControlMeasures\25160205.svg;Control Measures : Maneuver Points : Observation Post/Outpost (specified) : Combat Outpost;25160205,
{Symbols_Root}\Appendices\ControlMeasures\25160300.svg,32,Control Measures : Maneuver Points : Target Reference Point,Control Measures : Main Icon,Control Measures;Maneuver Points;Target Reference Point;Point;Appendices\ControlMeasures\25160300.svg;Control Measures : Maneuver Points : Target Reference Point;25160300,
{Symbols_Root}\Appendices\ControlMeasures\25160400.svg,32,Control Measures : Maneuver Points : Point of Departure,Control Measures : Main Icon,Control Measures;Maneuver Points;Point of Departure;Point;Appendices\ControlMeasures\25160400.svg;Control Measures : Maneuver Points : Point of Departure;25160400,
{Symbols_Root}\Appendices\ControlMeasures\25180000.svg,32,Control Measures : Airspace Control Points,Control Measures : Main Icon,Control Measures;Airspace Control Points;Point;Appendices\ControlMeasures\25180000.svg;Control Measures : Airspace Control Points;25180000,
{Symbols_Root}\Appendices\ControlMeasures\25180100.svg,32,Control Measures : Airspace Control Points : Air Control Point,Control Measures : Main Icon,Control Measures;Airspace Control Points;Air Control Point;Point;Appendices\ControlMeasures\25180100.svg;Control Measures : Airspace Control Points : Air Control Point;25180100,
{Symbols_Root}\Appendices\ControlMeasures\25180200.svg,32,Control Measures : Airspace Control Points : Communications Checkpoint,Control Measures : Main Icon,Control Measures;Airspace Control Points;Communications Checkpoint;Point;Appendices\ControlMeasures\25180200.svg;Control Measures : Airspace Control Points : Communications Checkpoint;25180200,
{Symbols_Root}\Appendices\ControlMeasures\25180300.svg,32,Control Measures : Airspace Control Points : Downed Aircraft Pick-up Point,Control Measures : Main Icon,Control Measures;Airspace Control Points;Downed Aircraft Pick-up Point;Point;Appendices\ControlMeasures\25180300.svg;Control Measures : Airspace Control Points : Downed Aircraft Pick-up Point;25180300,
{Symbols_Root}\Appendices\ControlMeasures\25180400.svg,32,Control Measures : Airspace Control Points : Pop-up Point,Control Measures : Main Icon,Control Measures;Airspace Control Points;Pop-up Point;Point;Appendices\ControlMeasures\25180400.svg;Control Measures : Airspace Control Points : Pop-up Point;25180400,
{Symbols_Root}\Appendices\ControlMeasures\25180500.svg,32,Control Measures : Airspace Control Points : Air Control Rendezvous,Control Measures : Main Icon,Control Measures;Airspace Control Points;Air Control Rendezvous;Point;Appendices\ControlMeasures\25180500.svg;Control Measures : Airspace Control Points : Air Control Rendezvous;25180500,
{Symbols_Root}\Appendices\ControlMeasures\25180600.svg,32,Control Measures : Airspace Control Points : TACAN,Control Measures : Main Icon,Control Measures;Airspace Control Points;TACAN;Point;Appendices\ControlMeasures\25180600.svg;Control Measures : Airspace Control Points : TACAN;25180600,
{Symbols_Root}\Appendices\ControlMeasures\25180700.svg,32,Control Measures : Airspace Control Points : CAP Station,Control Measures : Main Icon,Control Measures;Airspace Control Points;CAP Station;Point;Appendices\ControlMeasures\25180700.svg;Control Measures : Airspace Control Points : CAP Station;25180700,
{Symbols_Root}\Appendices\ControlMeasures\25180800.svg,32,Control Measures : Airspace Control Points : AEW Station,Control Measures : Main Icon,Control Measures;Airspace Control Points;AEW Station;Point;Appendices\ControlMeasures\25180800.svg;Control Measures : Airspace Control Points : AEW Station;25180800,
{Symbols_Root}\Appendices\ControlMeasures\25180900.svg,32,Control Measures : Airspace Control Points : ASW (Helo and F/W) Station,Control Measures : Main Icon,Control Measures;Airspace Control Points;ASW (Helo and F/W) Station;Point;Appendices\ControlMeasures\25180900.svg;Control Measures : Airspace Control Points : ASW (Helo and F/W) Station;25180900,
{Symbols_Root}\Appendices\ControlMeasures\25181000.svg,32,Control Measures : Airspace Control Points : Strike Initial Point,Control Measures : Main Icon,Control Measures;Airspace Control Points;Strike Initial Point;Point;Appendices\ControlMeasures\25181000.svg;Control Measures : Airspace Control Points : Strike Initial Point;25181000,
{Symbols_Root}\Appendices\ControlMeasures\25181100.svg,32,Control Measures : Airspace Control Points : Replemenshment Station,Control Measures : Main Icon,Control Measures;Airspace Control Points;Replemenshment Station;Point;Appendices\ControlMeasures\25181100.svg;Control Measures : Airspace Control Points : Replemenshment Station;25181100,
{Symbols_Root}\Appendices\ControlMeasures\25181200.svg,32,Control Measures : Airspace Control Points : Tanking,Control Measures : Main Icon,Control Measures;Airspace Control Points;Tanking;Point;Appendices\ControlMeasures\25181200.svg;Control Measures : Airspace Control Points : Tanking;25181200,
{Symbols_Root}\Appendices\ControlMeasures\25181300.svg,32,Control Measures : Airspace Control Points : Antisubmarine Warfare-Rotary Wing,Control Measures : Main Icon,Control Measures;Airspace Control Points;Antisubmarine Warfare-Rotary Wing;Point;Appendices\ControlMeasures\25181300.svg;Control Measures : Airspace Control Points : Antisubmarine Warfare-Rotary Wing;25181300,
{Symbols_Root}\Appendices\ControlMeasures\25181400.svg,32,Control Measures : Airspace Control Points : SUCAP - Fixed Wing,Control Measures : Main Icon,Control Measures;Airspace Control Points;SUCAP - Fixed Wing;Point;Appendices\ControlMeasures\25181400.svg;Control Measures : Airspace Control Points : SUCAP - Fixed Wing;25181400,
{Symbols_Root}\Appendices\ControlMeasures\25181500.svg,32,Control Measures : Airspace Control Points : SUCAP - Rotary Wing,Control Measures : Main Icon,Control Measures;Airspace Control Points;SUCAP - Rotary Wing;Point;Appendices\ControlMeasures\25181500.svg;Control Measures : Airspace Control Points : SUCAP - Rotary Wing;25181500,
{Symbols_Root}\Appendices\ControlMeasures\25181600.svg,32,Control Measures : Airspace Control Points : MIW - Fixed Wing,Control Measures : Main Icon,Control Measures;Airspace Control Points;MIW - Fixed Wing;Point;Appendices\ControlMeasures\25181600.svg;Control Measures : Airspace Control Points : MIW - Fixed Wing;25181600,
{Symbols_Root}\Appendices\ControlMeasures\25181700.svg,32,Control Measures : Airspace Control Points : MIW - Rotary Wing,Control Measures : Main Icon,Control Measures;Airspace Control Points;MIW - Rotary Wing;Point;Appendices\ControlMeasures\25181700.svg;Control Measures : Airspace Control Points : MIW - Rotary Wing;25181700,
{Symbols_Root}\Appendices\ControlMeasures\25181800.svg,32,Control Measures : Airspace Control Points : Tomcat,Control Measures : Main Icon,Control Measures;Airspace Control Points;Tomcat;Point;Appendices\ControlMeasures\25181800.svg;Control Measures : Airspace Control Points : Tomcat;25181800,
{Symbols_Root}\Appendices\ControlMeasures\25181900.svg,32,Control Measures : Airspace Control Points : Rescue,Control Measures : Main Icon,Control Measures;Airspace Control Points;Rescue;Point;Appendices\ControlMeasures\25181900.svg;Control Measures : Airspace Control Points : Rescue;25181900,
{Symbols_Root}\Appendices\ControlMeasures\25182000.svg,32,Control Measures : Airspace Control Points : Unmanned Aerial System (UAS/UA),Control Measures : Main Icon,Control Measures;Airspace Control Points;Unmanned Aerial System (UAS/UA);Point;Appendices\ControlMeasures\25182000.svg;Control Measures : Airspace Control Points : Unmanned Aerial System (UAS/UA);25182000,
{Symbols_Root}\Appendices\ControlMeasures\25182100.svg,32,Control Measures : Airspace Control Points : VTUA,Control Measures : Main Icon,Control Measures;Airspace Control Points;VTUA;Point;Appendices\ControlMeasures\25182100.svg;Control Measures : Airspace Control Points : VTUA;25182100,
{Symbols_Root}\Appendices\ControlMeasures\25182200.svg,32,Control Measures : Airspace Control Points : Orbit,Control Measures : Main Icon,Control Measures;Airspace Control Points;Orbit;Point;Appendices\ControlMeasures\25182200.svg;Control Measures : Airspace Control Points : Orbit;25182200,
{Symbols_Root}\Appendices\ControlMeasures\25182300.svg,32,Control Measures : Airspace Control Points : Orbit - Figure Eight,Control Measures : Main Icon,Control Measures;Airspace Control Points;Orbit - Figure Eight;Point;Appendices\ControlMeasures\25182300.svg;Control Measures : Airspace Control Points : Orbit - Figure Eight;25182300,
{Symbols_Root}\Appendices\ControlMeasures\25182400.svg,32,Control Measures : Airspace Control Points : Orbit - Race Track,Control Measures : Main Icon,Control Measures;Airspace Control Points;Orbit - Race Track;Point;Appendices\ControlMeasures\25182400.svg;Control Measures : Airspace Control Points : Orbit - Race Track;25182400,
{Symbols_Root}\Appendices\ControlMeasures\25182500.svg,32,Control Measures : Airspace Control Points : Orbit - Random Closed,Control Measures : Main Icon,Control Measures;Airspace Control Points;Orbit - Random Closed;Point;Appendices\ControlMeasures\25182500.svg;Control Measures : Airspace Control Points : Orbit - Random Closed;25182500,
{Symbols_Root}\Appendices\ControlMeasures\25210000.svg,32,Control Measures : Maritime Control Points,Control Measures : Main Icon,Control Measures;Maritime Control Points;Point;Appendices\ControlMeasures\25210000.svg;Control Measures : Maritime Control Points;25210000,
{Symbols_Root}\Appendices\ControlMeasures\25210100.svg,32,Control Measures : Maritime Control Points : Plan Ship,Control Measures : Main Icon,Control Measures;Maritime Control Points;Plan Ship;Point;Appendices\ControlMeasures\25210100.svg;Control Measures : Maritime Control Points : Plan Ship;25210100,
{Symbols_Root}\Appendices\ControlMeasures\25210200.svg,32,Control Measures : Maritime Control Points : Aim Point,Control Measures : Main Icon,Control Measures;Maritime Control Points;Aim Point;Point;Appendices\ControlMeasures\25210200.svg;Control Measures : Maritime Control Points : Aim Point;25210200,
{Symbols_Root}\Appendices\ControlMeasures\25210300.svg,32,Control Measures : Maritime Control Points : Defended Asset,Control Measures : Main Icon,Control Measures;Maritime Control Points;Defended Asset;Point;Appendices\ControlMeasures\25210300.svg;Control Measures : Maritime Control Points : Defended Asset;25210300,
{Symbols_Root}\Appendices\ControlMeasures\25210400.svg,32,Control Measures : Maritime Control Points : Drop Point,Control Measures : Main Icon,Control Measures;Maritime Control Points;Drop Point;Point;Appendices\ControlMeasures\25210400.svg;Control Measures : Maritime Control Points : Drop Point;25210400,
{Symbols_Root}\Appendices\ControlMeasures\25210500.svg,32,Control Measures : Maritime Control Points : Entry Point,Control Measures : Main Icon,Control Measures;Maritime Control Points;Entry Point;Point;Appendices\ControlMeasures\25210500.svg;Control Measures : Maritime Control Points : Entry Point;25210500,
{Symbols_Root}\Appendices\ControlMeasures\25210600.svg,32,Control Measures : Maritime Control Points : Air  Detonation,Control Measures : Main Icon,Control Measures;Maritime Control Points;Air  Detonation;Point;Appendices\ControlMeasures\25210600.svg;Control Measures : Maritime Control Points : Air  Detonation;25210600,
{Symbols_Root}\Appendices\ControlMeasures\25210700.svg,32,Control Measures : Maritime Control Points : Ground Zero,Control Measures : Main Icon,Control Measures;Maritime Control Points;Ground Zero;Point;Appendices\ControlMeasures\25210700.svg;Control Measures : Maritime Control Points : Ground Zero;25210700,
{Symbols_Root}\Appendices\ControlMeasures\25210800.svg,32,Control Measures : Maritime Control Points : Impact Point,Control Measures : Main Icon,Control Measures;Maritime Control Points;Impact Point;Point;Appendices\ControlMeasures\25210800.svg;Control Measures : Maritime Control Points : Impact Point;25210800,
{Symbols_Root}\Appendices\ControlMeasures\25210900.svg,32,Control Measures : Maritime Control Points : Predicted Impact Point,Control Measures : Main Icon,Control Measures;Maritime Control Points;Predicted Impact Point;Point;Appendices\ControlMeasures\25210900.svg;Control Measures : Maritime Control Points : Predicted Impact Point;25210900,
{Symbols_Root}\Appendices\ControlMeasures\25211000.svg,32,Control Measures : Maritime Control Points : Launched Torpedo,Control Measures : Main Icon,Control Measures;Maritime Control Points;Launched Torpedo;Point;Appendices\ControlMeasures\25211000.svg;Control Measures : Maritime Control Points : Launched Torpedo;25211000,
{Symbols_Root}\Appendices\ControlMeasures\25211100.svg,32,Control Measures : Maritime Control Points : Missile Detection Point,Control Measures : Main Icon,Control Measures;Maritime Control Points;Missile Detection Point;Point;Appendices\ControlMeasures\25211100.svg;Control Measures : Maritime Control Points : Missile Detection Point;25211100,
{Symbols_Root}\Appendices\ControlMeasures\25211200.svg,32,Control Measures : Maritime Control Points : Acoustic Countermeasure (Decoy),Control Measures : Main Icon,Control Measures;Maritime Control Points;Acoustic Countermeasure (Decoy);Point;Appendices\ControlMeasures\25211200.svg;Control Measures : Maritime Control Points : Acoustic Countermeasure (Decoy);25211200,
{Symbols_Root}\Appendices\ControlMeasures\25211300.svg,32,Control Measures : Maritime Control Points : Electronic Countermeasures (ECM) Decoy,Control Measures : Main Icon,Control Measures;Maritime Control Points;Electronic Countermeasures (ECM) Decoy;Point;Appendices\ControlMeasures\25211300.svg;Control Measures : Maritime Control Points : Electronic Countermeasures (ECM) Decoy;25211300,
{Symbols_Root}\Appendices\ControlMeasures\25211400.svg,32,Control Measures : Maritime Control Points : Brief Contact,Control Measures : Main Icon,Control Measures;Maritime Control Points;Brief Contact;Point;Appendices\ControlMeasures\25211400.svg;Control Measures : Maritime Control Points : Brief Contact;25211400,
{Symbols_Root}\Appendices\ControlMeasures\25211500.svg,32,Control Measures : Maritime Control Points : Datum Lost Contact,Control Measures : Main Icon,Control Measures;Maritime Control Points;Datum Lost Contact;Point;Appendices\ControlMeasures\25211500.svg;Control Measures : Maritime Control Points : Datum Lost Contact;25211500,
{Symbols_Root}\Appendices\ControlMeasures\25211600.svg,32,Control Measures : Maritime Control Points : BT Buoy Drop,Control Measures : Main Icon,Control Measures;Maritime Control Points;BT Buoy Drop;Point;Appendices\ControlMeasures\25211600.svg;Control Measures : Maritime Control Points : BT Buoy Drop;25211600,
{Symbols_Root}\Appendices\ControlMeasures\25211700.svg,32,Control Measures : Maritime Control Points : Reported Bottom Sub,Control Measures : Main Icon,Control Measures;Maritime Control Points;Reported Bottom Sub;Point;Appendices\ControlMeasures\25211700.svg;Control Measures : Maritime Control Points : Reported Bottom Sub;25211700,
{Symbols_Root}\Appendices\ControlMeasures\25211800.svg,32,Control Measures : Maritime Control Points : Moving Haven,Control Measures : Main Icon,Control Measures;Maritime Control Points;Moving Haven;Point;Appendices\ControlMeasures\25211800.svg;Control Measures : Maritime Control Points : Moving Haven;25211800,
{Symbols_Root}\Appendices\ControlMeasures\25211900.svg,32,Control Measures : Maritime Control Points : Screen Center,Control Measures : Main Icon,Control Measures;Maritime Control Points;Screen Center;Point;Appendices\ControlMeasures\25211900.svg;Control Measures : Maritime Control Points : Screen Center;25211900,
{Symbols_Root}\Appendices\ControlMeasures\25212000.svg,32,Control Measures : Maritime Control Points : Lost Contact,Control Measures : Main Icon,Control Measures;Maritime Control Points;Lost Contact;Point;Appendices\ControlMeasures\25212000.svg;Control Measures : Maritime Control Points : Lost Contact;25212000,
{Symbols_Root}\Appendices\ControlMeasures\25212100.svg,32,Control Measures : Maritime Control Points : Sinker,Control Measures : Main Icon,Control Measures;Maritime Control Points;Sinker;Point;Appendices\ControlMeasures\25212100.svg;Control Measures : Maritime Control Points : Sinker;25212100,
{Symbols_Root}\Appendices\ControlMeasures\25212200.svg,32,Control Measures : Maritime Control Points : Trial Track,Control Measures : Main Icon,Control Measures;Maritime Control Points;Trial Track;Point;Appendices\ControlMeasures\25212200.svg;Control Measures : Maritime Control Points : Trial Track;25212200,
{Symbols_Root}\Appendices\ControlMeasures\25212300.svg,32,Control Measures : Maritime Control Points : Acoustic Fix,Control Measures : Main Icon,Control Measures;Maritime Control Points;Acoustic Fix;Point;Appendices\ControlMeasures\25212300.svg;Control Measures : Maritime Control Points : Acoustic Fix;25212300,
{Symbols_Root}\Appendices\ControlMeasures\25212400.svg,32,Control Measures : Maritime Control Points : Electromagnetic Fix,Control Measures : Main Icon,Control Measures;Maritime Control Points;Electromagnetic Fix;Point;Appendices\ControlMeasures\25212400.svg;Control Measures : Maritime Control Points : Electromagnetic Fix;25212400,
{Symbols_Root}\Appendices\ControlMeasures\25212500.svg,32,Control Measures : Maritime Control Points : Electromagnetic - Magnetic Anomaly Detection (MAD),Control Measures : Main Icon,Control Measures;Maritime Control Points;Electromagnetic - Magnetic Anomaly Detection (MAD);Point;Appendices\ControlMeasures\25212500.svg;Control Measures : Maritime Control Points : Electromagnetic - Magnetic Anomaly Detection (MAD);25212500,
{Symbols_Root}\Appendices\ControlMeasures\25212600.svg,32,Control Measures : Maritime Control Points : Optical Fix,Control Measures : Main Icon,Control Measures;Maritime Control Points;Optical Fix;Point;Appendices\ControlMeasures\25212600.svg;Control Measures : Maritime Control Points : Optical Fix;25212600,
{Symbols_Root}\Appendices\ControlMeasures\25212700.svg,32,Control Measures : Maritime Control Points : Formation,Control Measures : Main Icon,Control Measures;Maritime Control Points;Formation;Point;Appendices\ControlMeasures\25212700.svg;Control Measures : Maritime Control Points : Formation;25212700,
{Symbols_Root}\Appendices\ControlMeasures\25212800.svg,32,Control Measures : Maritime Control Points : Harbor,Control Measures : Main Icon,Control Measures;Maritime Control Points;Harbor;Point;Appendices\ControlMeasures\25212800.svg;Control Measures : Maritime Control Points : Harbor;25212800,
{Symbols_Root}\Appendices\ControlMeasures\25212900.svg,32,Control Measures : Maritime Control Points : Harbor Entrance Point,Control Measures : Main Icon,Control Measures;Maritime Control Points;Harbor Entrance Point;Point;Appendices\ControlMeasures\25212900.svg;Control Measures : Maritime Control Points : Harbor Entrance Point;25212900,
{Symbols_Root}\Appendices\ControlMeasures\25212901.svg,32,Control Measures : Maritime Control Points : Harbor Entrance Point : A,Control Measures : Main Icon,Control Measures;Maritime Control Points;Harbor Entrance Point;A;Point;Appendices\ControlMeasures\25212901.svg;Control Measures : Maritime Control Points : Harbor Entrance Point : A;25212901,
{Symbols_Root}\Appendices\ControlMeasures\25212902.svg,32,Control Measures : Maritime Control Points : Harbor Entrance Point : Q,Control Measures : Main Icon,Control Measures;Maritime Control Points;Harbor Entrance Point;Q;Point;Appendices\ControlMeasures\25212902.svg;Control Measures : Maritime Control Points : Harbor Entrance Point : Q;25212902,
{Symbols_Root}\Appendices\ControlMeasures\25212903.svg,32,Control Measures : Maritime Control Points : Harbor Entrance Point : X,Control Measures : Main Icon,Control Measures;Maritime Control Points;Harbor Entrance Point;X;Point;Appendices\ControlMeasures\25212903.svg;Control Measures : Maritime Control Points : Harbor Entrance Point : X;25212903,
{Symbols_Root}\Appendices\ControlMeasures\25212904.svg,32,Control Measures : Maritime Control Points : Harbor Entrance Point : Y,Control Measures : Main Icon,Control Measures;Maritime Control Points;Harbor Entrance Point;Y;Point;Appendices\ControlMeasures\25212904.svg;Control Measures : Maritime Control Points : Harbor Entrance Point : Y;25212904,
{Symbols_Root}\Appendices\ControlMeasures\25213000.svg,32,Control Measures : Maritime Control Points : Dip Position,Control Measures : Main Icon,Control Measures;Maritime Control Points;Dip Position;Point;Appendices\ControlMeasures\25213000.svg;Control Measures : Maritime Control Points : Dip Position;25213000,
