# Generated from: https://github.com/Esri/military-features-data/tree/master/data/mil2525c
# License: Apache V2: https://github.com/Esri/military-features-data/blob/master/license.txt

Crane Loading Device H,SHGPEVSC-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Missile Support; Crane Loading Device; Hostile; Shgpevsc-------
Crane Loading Device N,SNGPEVSC-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Missile Support; Crane Loading Device; Neutral; Sngpevsc-------
Crane Loading Device U,SUGPEVSC-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Missile Support; Crane Loading Device; Unknown; Sugpevsc-------
Cross-country Truck F,SFGPEVUX-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Utility Vehicle; Cross-country Truck; Friendly; Sfgpevux-------
Cross-country Truck H,SHGPEVUX-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Utility Vehicle; Cross-country Truck; Hostile; Shgpevux-------
Cross-country Truck N,SNGPEVUX-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Utility Vehicle; Cross-country Truck; Neutral; Sngpevux-------
Cross-country Truck U,SUGPEVUX-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Utility Vehicle; Cross-country Truck; Unknown; Sugpevux-------
Damaged,SD,C2 UEI Ground Track Equipment.style,Condition Modifiers,P,Appendix A; Appendix D; Appendix E; Operational Condition Modifier; Damaged; SD
Damaged Static,SD2,C2 UEI Ground Track Equipment.style,Static Condition Modifiers,P,Appendix A; Appendix D; Appendix E; Appendix G; Operational Condition Modifier; Damaged Static; SD2
Destroyed,SX,C2 UEI Ground Track Equipment.style,Condition Modifiers,P,Appendix A; Appendix D; Appendix E; Operational Condition Modifier; Destroyed; SX
Destroyed Static,SX2,C2 UEI Ground Track Equipment.style,Static Condition Modifiers,P,Appendix A; Appendix D; Appendix E; Appendix G; Operational Condition Modifier; Destroyed Static;SX2
Direct Fire Gun F,SFGPEWD--------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Friendly; Sfgpewd--------
Direct Fire Gun H,SHGPEWD--------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Hostile; Shgpewd--------
Direct Fire Gun Heavy F,SFGPEWDH-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Heavy; Friendly; Sfgpewdh-------
Direct Fire Gun Heavy H,SHGPEWDH-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Heavy; Hostile; Shgpewdh-------
Direct Fire Gun Heavy N,SNGPEWDH-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Heavy; Neutral; Sngpewdh-------
Direct Fire Gun Heavy Self-propelled F,SFGPEWDHS------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Heavy; Self-propelled; Friendly; Sfgpewdhs------
Direct Fire Gun Heavy Self-propelled H,SHGPEWDHS------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Heavy; Self-propelled; Hostile; Shgpewdhs------
Direct Fire Gun Heavy Self-propelled N,SNGPEWDHS------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Heavy; Self-propelled; Neutral; Sngpewdhs------
Direct Fire Gun Heavy Self-propelled U,SUGPEWDHS------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Heavy; Self-propelled; Unknown; Sugpewdhs------
Direct Fire Gun Heavy U,SUGPEWDH-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Heavy; Unknown; Sugpewdh-------
Direct Fire Gun Light F,SFGPEWDL-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Light; Friendly; Sfgpewdl-------
Direct Fire Gun Light H,SHGPEWDL-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Light; Hostile; Shgpewdl-------
Direct Fire Gun Light N,SNGPEWDL-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Light; Neutral; Sngpewdl-------
Direct Fire Gun Light Self-propelled F,SFGPEWDLS------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Light; Self-propelled; Friendly; Sfgpewdls------
Direct Fire Gun Light Self-propelled H,SHGPEWDLS------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Light; Self-propelled; Hostile; Shgpewdls------
Direct Fire Gun Light Self-propelled N,SNGPEWDLS------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Light; Self-propelled; Neutral; Sngpewdls------
Direct Fire Gun Light Self-propelled U,SUGPEWDLS------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Light; Self-propelled; Unknown; Sugpewdls------
Direct Fire Gun Light U,SUGPEWDL-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Light; Unknown; Sugpewdl-------
Direct Fire Gun Medium F,SFGPEWDM-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Medium; Friendly; Sfgpewdm-------
Direct Fire Gun Medium H,SHGPEWDM-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Medium; Hostile; Shgpewdm-------
Direct Fire Gun Medium N,SNGPEWDM-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Medium; Neutral; Sngpewdm-------
Direct Fire Gun Medium Self-propelled F,SFGPEWDMS------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Medium; Self-propelled; Friendly; Sfgpewdms------
Direct Fire Gun Medium Self-propelled H,SHGPEWDMS------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Medium; Self-propelled; Hostile; Shgpewdms------
Direct Fire Gun Medium Self-propelled N,SNGPEWDMS------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Medium; Self-propelled; Neutral; Sngpewdms------
Direct Fire Gun Medium Self-propelled U,SUGPEWDMS------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Medium; Self-propelled; Unknown; Sugpewdms------
Direct Fire Gun Medium U,SUGPEWDM-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Medium; Unknown; Sugpewdm-------
Direct Fire Gun N,SNGPEWD--------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Neutral; Sngpewd--------
Direct Fire Gun U,SUGPEWD--------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Direct Fire Gun; Unknown; Sugpewd--------
Dozer Armored F,SFGPEVEDA------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Engineer Vehicle; Dozer; Armored; Friendly; Sfgpeveda------
Dozer Armored H,SHGPEVEDA------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Engineer Vehicle; Dozer; Armored; Hostile; Shgpeveda------
Dozer Armored N,SNGPEVEDA------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Engineer Vehicle; Dozer; Armored; Neutral; Sngpeveda------
Dozer Armored U,SUGPEVEDA------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Engineer Vehicle; Dozer; Armored; Unknown; Sugpeveda------
Dozer F,SFGPEVED-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Engineer Vehicle; Dozer; Friendly; Sfgpeved-------
Dozer H,SHGPEVED-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Engineer Vehicle; Dozer; Hostile; Shgpeved-------
Dozer N,SNGPEVED-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Engineer Vehicle; Dozer; Neutral; Sngpeved-------
Dozer U,SUGPEVED-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Engineer Vehicle; Dozer; Unknown; Sugpeved-------
Earthmover F,SFGPEVEE-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Engineer Vehicle; Earthmover; Friendly; Sfgpevee-------
Earthmover H,SHGPEVEE-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Engineer Vehicle; Earthmover; Hostile; Shgpevee-------
Earthmover N,SNGPEVEE-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Engineer Vehicle; Earthmover; Neutral; Sngpevee-------
Earthmover U,SUGPEVEE-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Engineer Vehicle; Earthmover; Unknown; Sugpevee-------
Emplaced F,SFGPESE--------,C2 UEI Ground Track Equipment.style,Sensor,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Sensor; Emplaced; Friendly; Sfgpese--------
Emplaced H,SHGPESE--------,C2 UEI Ground Track Equipment.style,Sensor,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Sensor; Emplaced; Hostile; Shgpese--------
Emplaced N,SNGPESE--------,C2 UEI Ground Track Equipment.style,Sensor,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Sensor; Emplaced; Neutral; Sngpese--------
Emplaced U,SUGPESE--------,C2 UEI Ground Track Equipment.style,Sensor,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Sensor; Emplaced; Unknown; Sugpese--------
Engineer Vehicle Bridge F,SFGPEVEB-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Engineer Vehicle; Bridge; Friendly; Sfgpeveb-------
Engineer Vehicle Bridge H,SHGPEVEB-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Engineer Vehicle; Bridge; Hostile; Shgpeveb-------
Engineer Vehicle Bridge N,SNGPEVEB-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Engineer Vehicle; Bridge; Neutral; Sngpeveb-------
Engineer Vehicle Bridge U,SUGPEVEB-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Engineer Vehicle; Bridge; Sugpeveb-------
Engineer Vehicle F,SFGPEVE--------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Engineer Vehicle; Friendly; Sfgpeve--------
Engineer Vehicle H,SHGPEVE--------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Engineer Vehicle; Hostile; Shgpeve--------
Engineer Vehicle N,SNGPEVE--------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Engineer Vehicle; Neutral; Sngpeve--------
Engineer Vehicle U,SUGPEVE--------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Engineer Vehicle; Unknown; Sugpeve--------
Equipment F,SFGPE----------,C2 UEI Ground Track Equipment.style,Ground Equipment,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Friendly; Sfgpe----------
Equipment H,SHGPE----------,C2 UEI Ground Track Equipment.style,Ground Equipment,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Hostile; Shgpe----------
Equipment N,SNGPE----------,C2 UEI Ground Track Equipment.style,Ground Equipment,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Neutral; Sngpe----------
Equipment Sensor F,SFGPES---------,C2 UEI Ground Track Equipment.style,Equipment,P,Appendix A;  Appendix G; Warfighting Symbols; Ground Track; Equipment; Sensor; Emergency Management Symbols; Operations; Sensor; Friendly; Sfgpes---------
Equipment Sensor H,SHGPES---------,C2 UEI Ground Track Equipment.style,Equipment,P,Appendix A;  Appendix G; Warfighting Symbols; Ground Track; Equipment; Sensor; Emergency Management Symbols; Operations; Sensor; Hostile; Shgpes---------
Equipment Sensor N,SNGPES---------,C2 UEI Ground Track Equipment.style,Equipment,P,Appendix A;  Appendix G; Warfighting Symbols; Ground Track; Equipment; Sensor; Emergency Management Symbols; Operations; Sensor; Neutral; Sngpes---------
Equipment Sensor U,SUGPES---------,C2 UEI Ground Track Equipment.style,Equipment,P,Appendix A;  Appendix G; Warfighting Symbols; Ground Track; Equipment; Sensor; Emergency Management Symbols; Operations; Sensor; Unknown; Sugpes---------
Equipment U,SUGPE----------,C2 UEI Ground Track Equipment.style,Ground Equipment,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Unknown; Sugpe----------
Exercise Assumed Friend/Planned Equipment,SMGPE,C2 UEI Ground Track Equipment.style,Frame Modifiers,P,Appendix A; Appendix D; Warfighting; Signals Intelligence; Frame; Exercise; X; Anticipated; Planned; Ground; Equipment; Sea Surface; SIGINT; Friendly; SMGPE
Exercise Friend Equipment,SDGPE,C2 UEI Ground Track Equipment.style,Frame Modifiers,P,Appendix A; Warfighting; Present; Exercise; X; Ground; Equipment; Sea Surface; Appendix D; Signals Intelligence; SIGINT; SDGPE
Faker Equipment,FAKERE,C2 UEI Ground Track Equipment.style,Frame Modifiers,P,Appendix A; Appendix D; Warfighting; Signals Intelligence; Frame; Faker; K; Ground; Equipment; Sea Surface; SIGINT; FAKERE
Faker Planned Equipment,FAKERPE,C2 UEI Ground Track Equipment.style,Frame Modifiers,P,Appendix A; Appendix D; Warfighting; Signals Intelligence; Frame; Faker; K; Anticipated; Planned; Ground; Equipment; Sea Surface; SIGINT; FAKERPE
FD HQ Equipment/Sea Surface F,SFGEC,C2 UEI Ground Track Equipment.style,Graphic Modifiers,P,Appendix A; Warfighting; Feint; Dummy; Headquarters; Friendly; Equipment; Sea Surface; SFGEC
FD TF Equipment/Sea Surface F,SFGEG,C2 UEI Ground Track Equipment.style,Graphic Modifiers,P,Appendix A; Warfighting; Feint; Dummy; Task Force; Friendly; Equipment; Sea Surface; SFGEG
FD TF HQ Equipment/Sea Surface F,SFGED,C2 UEI Ground Track Equipment.style,Graphic Modifiers,P,Appendix A; Warfighting; Feint; Dummy; Task Force; Headquarters; Friendly; Equipment; Sea Surface; SFGED
Ferry Transporter F,SFGPEVEF-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Engineer Vehicle; Ferry Transporter; Friendly; Sfgpevef-------
Ferry Transporter H,SHGPEVEF-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Engineer Vehicle; Ferry Transporter; Hostile; Shgpevef-------
Ferry Transporter N,SNGPEVEF-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Engineer Vehicle; Ferry Transporter; Neutral; Sngpevef-------
Ferry Transporter U,SUGPEVEF-------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Engineer Vehicle; Ferry Transporter; Unknown; Sugpevef-------
Flame Thrower F,SFGPEXF--------,C2 UEI Ground Track Equipment.style,Special,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Special; Flame Thrower; Friendly; Sfgpexf--------
Flame Thrower H,SHGPEXF--------,C2 UEI Ground Track Equipment.style,Special,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Special; Flame Thrower; Hostile; Shgpexf--------
Flame Thrower N,SNGPEXF--------,C2 UEI Ground Track Equipment.style,Special,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Special; Flame Thrower; Neutral; Sngpexf--------
Flame Thrower U,SUGPEXF--------,C2 UEI Ground Track Equipment.style,Special,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Special; Flame Thrower; Unknown; Sugpexf--------
Full to Capacity,SF,C2 UEI Ground Track Equipment.style,Condition Modifiers,P,Appendix A; Appendix D; Appendix E; Operational Condition Modifier; Full to Capacity; SF
Fully Capable,SC,C2 UEI Ground Track Equipment.style,Condition Modifiers,P,Appendix A; Appendix D; Appendix E; Operational Condition Modifier; Fully Capable; SC
Grenade Launcher F,SFGPEWZ--------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Grenade Launcher; Friendly; Sfgpewz--------
Grenade Launcher H,SHGPEWZ--------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Grenade Launcher; Hostile; Shgpewz--------
Grenade Launcher Heavy F,SFGPEWZH-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Grenade Launcher; Heavy; Friendly; Sfgpewzh-------
Grenade Launcher Heavy H,SHGPEWZH-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Grenade Launcher; Heavy; Hostile; Shgpewzh-------
Grenade Launcher Heavy N,SNGPEWZH-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Grenade Launcher; Heavy; Neutral; Sngpewzh-------
Grenade Launcher Heavy U,SUGPEWZH-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Grenade Launcher; Heavy; Unknown; Sugpewzh-------
Grenade Launcher Light F,SFGPEWZL-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Grenade Launcher; Light; Friendly; Sfgpewzl-------
Grenade Launcher Light H,SHGPEWZL-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Grenade Launcher; Light; Hostile; Shgpewzl-------
Grenade Launcher Light N,SNGPEWZL-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Grenade Launcher; Light; Neutral; Sngpewzl-------
Grenade Launcher Light U,SUGPEWZL-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Grenade Launcher; Light; Unknown; Sugpewzl-------
Grenade Launcher Medium F,SFGPEWZM-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Grenade Launcher; Medium; Friendly; Sfgpewzm-------
Grenade Launcher Medium H,SHGPEWZM-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Grenade Launcher; Medium; Hostile; Shgpewzm-------
Grenade Launcher Medium N,SNGPEWZM-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Grenade Launcher; Medium; Neutral; Sngpewzm-------
Grenade Launcher Medium U,SUGPEWZM-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Grenade Launcher; Medium; Unknown; Sugpewzm-------
Grenade Launcher N,SNGPEWZ--------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Grenade Launcher; Neutral; Sngpewz--------
Grenade Launcher U,SUGPEWZ--------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Grenade Launcher; Unknown; Sugpewz--------
Ground Vehicle Armored F,SFGPEVA--------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Armored; Friendly; Sfgpeva--------
Ground Vehicle Armored H,SHGPEVA--------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Armored; Hostile; Shgpeva--------
Ground Vehicle Armored N,SNGPEVA--------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Armored; Neutral; Sngpeva--------
Ground Vehicle Armored U,SUGPEVA--------,C2 UEI Ground Track Equipment.style,Ground Vehicle,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Armored; Unknown; Sugpeva--------
Ground Vehicle F,SFGPEV---------,C2 UEI Ground Track Equipment.style,Equipment,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Friendly; Sfgpev---------
Ground Vehicle H,SHGPEV---------,C2 UEI Ground Track Equipment.style,Equipment,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Hostile; Shgpev---------
Ground Vehicle N,SNGPEV---------,C2 UEI Ground Track Equipment.style,Equipment,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Neutral; Sngpev---------
Ground Vehicle U,SUGPEV---------,C2 UEI Ground Track Equipment.style,Equipment,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Ground Vehicle; Unknown; Sugpev---------
Heavy Machine Gun F,SFGPEWRH-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Rifle Automatic Weapon; Heavy Machine Gun; Friendly; Sfgpewrh-------
Heavy Machine Gun H,SHGPEWRH-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Rifle Automatic Weapon; Heavy Machine Gun; Hostile; Shgpewrh-------
Heavy Machine Gun N,SNGPEWRH-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Rifle Automatic Weapon; Heavy Machine Gun; Neutral; Sngpewrh-------
Heavy Machine Gun U,SUGPEWRH-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Rifle Automatic Weapon; Heavy Machine Gun; Unknown; Sugpewrh-------
Howitzer F,SFGPEWH--------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Howitzer; Artillery; Fire; Friendly; Sfgpewh--------
Howitzer H,SHGPEWH--------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Howitzer; Artillery; Fire; Hostile; Shgpewh--------
Howitzer Heavy F,SFGPEWHH-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Howitzer; Heavy; Friendly; Sfgpewhh-------
Howitzer Heavy H,SHGPEWHH-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Howitzer; Heavy; Hostile; Shgpewhh-------
Howitzer Heavy N,SNGPEWHH-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Howitzer; Heavy; Neutral; Sngpewhh-------
Howitzer Heavy Self-propelled F,SFGPEWHHS------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Howitzer; Heavy; Self-propelled; Friendly; Sfgpewhhs------
Howitzer Heavy Self-propelled H,SHGPEWHHS------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Howitzer; Heavy; Self-propelled; Hostile; Shgpewhhs------
Howitzer Heavy Self-propelled N,SNGPEWHHS------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Howitzer; Heavy; Self-propelled; Neutral; Sngpewhhs------
Howitzer Heavy Self-propelled U,SUGPEWHHS------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Howitzer; Heavy; Self-propelled; Unknown; Sugpewhhs------
Howitzer Heavy U,SUGPEWHH-------,C2 UEI Ground Track Equipment.style,Weapon,P,Appendix A;  Warfighting Symbols; Ground Track; Equipment; Weapon; Howitzer; Heavy; Unknown; Sugpewhh-------
