# Source File: https://github.com/Esri/military-features-data/blob/master/test/TestReproData/Mil-2525C-Wildcards.csv
# License: Apache V2: https://github.com/Esri/military-features-data/blob/master/license.txt
# Full SIDC,SIDC By Parts,Hierarchy Code,Name,Geometry
WAS-WSR-MIP----,W A S - WS R- MI P- -- -,METOC.AMPHC.WTH.RA.INMMOD,Rain - Intermittent Moderate,
WAS-WSR-MCP----,W A S - WS R- MC P- -- -,METOC.AMPHC.WTH.RA.INMMOD.CTSMOD,Rain - Continuous Moderate,
WAS-WSM-L-P----,W A S - WS M- L- P- -- -,METOC.AMPHC.WTH.RASN.RDSLIT,Rain Or Drizzle And Snow - Light,
WAS-WSM-MHP----,W A S - WS M- MH P- -- -,METOC.AMPHC.WTH.RASN.RDSMH,Rain Or Drizzle And Snow - Moderate/Heavy,
WAS-WSMSL-P----,W A S - WS MS L- P- -- -,METOC.AMPHC.WTH.RASN.SWRLIT,Rain And Snow Showers - Light,
WAS-WSMSMHP----,W A S - WS MS MH P- -- -,METOC.AMPHC.WTH.RASN.SWRMOD,Rain And Snow Showers - Moderate/Heavy,
WAS-WSRSL-P----,W A S - WS RS L- P- -- -,METOC.AMPHC.WTH.RASWR.LIT,Rain Showers - Light,
WAS-WSRSMHP----,W A S - WS RS MH P- -- -,METOC.AMPHC.WTH.RASWR.MODHVY,Rain Showers - Moderate/Heavy,
WAS-WSRST-P----,W A S - WS RS T- P- -- -,METOC.AMPHC.WTH.RASWR.TOR,Rain Showers - Torrential,
WAS-WSSG--P----,W A S - WS SG -- P- -- -,METOC.AMPHC.WTH.SG,Snow Grains,
WAS-WSSBH-P----,W A S - WS SB H- P- -- -,METOC.AMPHC.WTH.SN.BLSNHY,Blowing Snow - Heavy,
WAS-WSSBLMP----,W A S - WS SB LM P- -- -,METOC.AMPHC.WTH.SN.BLSNLM,Blowing Snow - Light/Moderate,
WAS-WSS-HIP----,W A S - WS S- HI P- -- -,METOC.AMPHC.WTH.SN.INMHVY,Snow - Intermittent Heavy,
WAS-WSS-HCP----,W A S - WS S- HC P- -- -,METOC.AMPHC.WTH.SN.INMHVY.CTSHVY,Snow - Continuous Heavy,
WAS-WSS-LIP----,W A S - WS S- LI P- -- -,METOC.AMPHC.WTH.SN.INMLIT,Snow - Intermittent Light,
WAS-WSS-LCP----,W A S - WS S- LC P- -- -,METOC.AMPHC.WTH.SN.INMLIT.CTSLIT,Snow - Continuous Light,
WAS-WSS-MIP----,W A S - WS S- MI P- -- -,METOC.AMPHC.WTH.SN.INMMOD,Snow - Intermittent Moderate,
WAS-WSS-MCP----,W A S - WS S- MC P- -- -,METOC.AMPHC.WTH.SN.INMMOD.CTSMOD,Snow - Continuous Moderate,
WAS-WSSSL-P----,W A S - WS SS L- P- -- -,METOC.AMPHC.WTH.SSWR.LIT,Snow Showers - Light,
WAS-WSSSMHP----,W A S - WS SS MH P- -- -,METOC.AMPHC.WTH.SSWR.MODHVY,Snow Showers - Moderate/Heavy,
WAS-WST-FCP----,W A S - WS T- FC P- -- -,METOC.AMPHC.WTH.STMS.FC,Funnel Cloud (Tornado-Waterspout),
WAS-WST-LGP----,W A S - WS T- LG P- -- -,METOC.AMPHC.WTH.STMS.LTG,Lightning,
WAS-WST-SQP----,W A S - WS T- SQ P- -- -,METOC.AMPHC.WTH.STMS.SQL,Squall,
WAS-WST-NPP----,W A S - WS T- NP P- -- -,METOC.AMPHC.WTH.STMS.TS,Thunderstorm - No Precipitation,
WAS-WSTHR-P----,W A S - WS TH R- P- -- -,METOC.AMPHC.WTH.STMS.TSHVNH,Thunderstorm Heavy With Rain-Snow - No Hail,
WAS-WSTHH-P----,W A S - WS TH H- P- -- -,METOC.AMPHC.WTH.STMS.TSHVWH,Thunderstorm Heavy - With Hail,
WAS-WSTMR-P----,W A S - WS TM R- P- -- -,METOC.AMPHC.WTH.STMS.TSLMNH,Thunderstorm Light To Moderate With Rain/Snow - No Hail,
WAS-WSTMH-P----,W A S - WS TM H- P- -- -,METOC.AMPHC.WTH.STMS.TSLMWH,Thunderstorm Light To Moderate - With Hail,
WAS-WSTSH-P----,W A S - WS TS H- P- -- -,METOC.AMPHC.WTH.TPLSYS.HC,Hurricane-Typhoon,
WAS-WSTSD-P----,W A S - WS TS D- P- -- -,METOC.AMPHC.WTH.TPLSYS.TROPDN,Tropical Depression,
WAS-WSTSS-P----,W A S - WS TS S- P- -- -,METOC.AMPHC.WTH.TPLSYS.TROPSM,Tropical Storm,
WA-DWSTSWA--A--,W A - D WS TS WA -- A- -,METOC.AMPHC.WTH.TPLSYS.TSWADL,Tropical Storm Wind Areas And Date-Time Labels,pg
WAS-WST-LVP----,W A S - WS T- LV P- -- -,METOC.AMPHC.WTH.TROPLV,Tropopause Level,
WAS-WSVE--P----,W A S - WS VE -- P- -- -,METOC.AMPHC.WTH.VOLERN,Volcanic Eruption,
WAS-WSVA--P----,W A S - WS VA -- P- -- -,METOC.AMPHC.WTH.VOLERN.VOLASH,Volcanic Ash,
WO-DGMRM----A--,W O - D GM RM -- -- A- -,METOC.OCA.GPHY.MNEWBD.BTMRGN.MOD,Moderate,pg
WO-DGMRR----A--,W O - D GM RR -- -- A- -,METOC.OCA.GPHY.MNEWBD.BTMRGN.RGH,Rough,pg
WO-DGMRS----A--,W O - D GM RS -- -- A- -,METOC.OCA.GPHY.MNEWBD.BTMRGN.SMH,Smooth,pg
WO-DGMCH----A--,W O - D GM CH -- -- A- -,METOC.OCA.GPHY.MNEWBD.CTRB.HGH,High,pg
WO-DGMCL----A--,W O - D GM CL -- -- A- -,METOC.OCA.GPHY.MNEWBD.CTRB.LW,Low,pg
WO-DGMCM----A--,W O - D GM CM -- -- A- -,METOC.OCA.GPHY.MNEWBD.CTRB.MDM,Medium,pg
WO-DGMIBA---A--,W O - D GM IB A- -- A- -,METOC.OCA.GPHY.MNEWBD.IMTBUR.0%,0,pg
WO-DGMIBB---A--,W O - D GM IB B- -- A- -,METOC.OCA.GPHY.MNEWBD.IMTBUR.0-10-,0-10-,pg
WO-DGMIBC---A--,W O - D GM IB C- -- A- -,METOC.OCA.GPHY.MNEWBD.IMTBUR.10-20-,10-20-,pg
WO-DGMIBD---A--,W O - D GM IB D- -- A- -,METOC.OCA.GPHY.MNEWBD.IMTBUR.20-75-,20-75-,pg
WO-DGMIBE---A--,W O - D GM IB E- -- A- -,METOC.OCA.GPHY.MNEWBD.IMTBUR.-75-,-75-,pg
WO-DGMBCA---A--,W O - D GM BC A- -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBC.A,A,pg
WO-DGMBCB---A--,W O - D GM BC B- -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBC.B,B,pg
WO-DGMBCC---A--,W O - D GM BC C- -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBC.C,C,pg
WO-DGMSB----A--,W O - D GM SB -- -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBS.BLDS,Boulders,pg
WO-DGMSC----A--,W O - D GM SC -- -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBS.CLAY,Clay,pg
WO-DGMS-CO--A--,W O - D GM S- CO -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBS.COBLOS,Cobbles  Oyster Shells,pg
WO-DGMSSC---A--,W O - D GM SS C- -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBS.CSESD,Coarse Sand,pg
WO-DGMSIC---A--,W O - D GM SI C- -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBS.CSESLT,Coarse Silt,pg
WO-DGMSSF---A--,W O - D GM SS F- -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBS.FNESD,Fine Sand,pg
WO-DGMSIF---A--,W O - D GM SI F- -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBS.FNESLT,Fine Silt,pg
WO-DGML-----A--,W O - D GM L- -- -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBS.LND,Land,pg
WO-DGMSSM---A--,W O - D GM SS M- -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBS.MDMSD,Medium Sand,pg
WO-DGMSIM---A--,W O - D GM SI M- -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBS.MDMSLT,Medium Silt,pg
WO-DGMN-----A--,W O - D GM N- -- -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBS.NODAT,No Data,pg
WO-DGMS-PH--A--,W O - D GM S- PH -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBS.PBLSHE,Pebbles  Shells,pg
WO-DGMS-SH--A--,W O - D GM S- SH -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBS.SD&SHE,Sand And Shells,pg
WO-DGMSR----A--,W O - D GM SR -- -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBS.SLDRCK,Solid Rock,pg
WO-DGMSSVS--A--,W O - D GM SS VS -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBS.VCSESD,Very Coarse Sand,pg
WO-DGMSSVF--A--,W O - D GM SS VF -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBS.VFNESD,Very Fine Sand,pg
WO-DGMSIVF--A--,W O - D GM SI VF -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBS.VFNSLT,Very Fine Silt,pg
WO-DGMBTA---A--,W O - D GM BT A- -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBT.A1,A1,pg
WO-DGMBTB---A--,W O - D GM BT B- -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBT.A2,A2,pg
WO-DGMBTC---A--,W O - D GM BT C- -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBT.A3,A3,pg
WO-DGMBTD---A--,W O - D GM BT D- -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBT.B1,B1,pg
WO-DGMBTE---A--,W O - D GM BT E- -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBT.B2,B2,pg
WO-DGMBTF---A--,W O - D GM BT F- -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBT.B3,B3,pg
WO-DGMBTG---A--,W O - D GM BT G- -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBT.C1,C1,pg
WO-DGMBTH---A--,W O - D GM BT H- -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBT.C2,C2,pg
WO-DGMBTI---A--,W O - D GM BT I- -- A- -,METOC.OCA.GPHY.MNEWBD.MIWBT.C3,C3,pg
WOS-HABA--P----,W O S - HA BA -- P- -- -,METOC.OCA.HYDGRY.ATN.BCN,Beacon,
WOS-HABB--P----,W O S - HA BB -- P- -- -,METOC.OCA.HYDGRY.ATN.BUOY,Buoy Default,
WO-DHALLA--L---,W O - D HA LL A- -L -- -,METOC.OCA.HYDGRY.ATN.LDGLNE,Leading Line,pl
WOS-HAL---P----,W O S - HA L- -- P- -- -,METOC.OCA.HYDGRY.ATN.LIT,Light,
WOS-HALH--P----,W O S - HA LH -- P- -- -,METOC.OCA.HYDGRY.ATN.LITHSE,Lighthouse,
WOS-HALV--P----,W O S - HA LV -- P- -- -,METOC.OCA.HYDGRY.ATN.LITVES,Light Vessel-Lightship,
WOS-HABM--P----,W O S - HA BM -- P- -- -,METOC.OCA.HYDGRY.ATN.MRK,Marker,
WOS-HABP--P----,W O S - HA BP -- P- -- -,METOC.OCA.HYDGRY.ATN.PRH1.PRH2,Perches-Stakes,pt
WO-DHABP----A--,W O - D HA BP -- -- A- -,METOC.OCA.HYDGRY.ATN.PRH1.PRH3,Perches-Stakes,
WOS-BFC-CLP----,W O S - BF C- CL P- -- -,METOC.OCA.HYDGRY.BTMFAT.BTMCHR.CLAY,Clay,
WOS-BFC-CBP----,W O S - BF C- CB P- -- -,METOC.OCA.HYDGRY.BTMFAT.BTMCHR.COBL,Cobbles,
WOS-BFC-COP----,W O S - BF C- CO P- -- -,METOC.OCA.HYDGRY.BTMFAT.BTMCHR.CRL,Coral,
WOS-BFC-G-P----,W O S - BF C- G- P- -- -,METOC.OCA.HYDGRY.BTMFAT.BTMCHR.GVL,Gravel,
WOS-BFC-M-P----,W O S - BF C- M- P- -- -,METOC.OCA.HYDGRY.BTMFAT.BTMCHR.MUD,Mud,
WOS-BFC-P-P----,W O S - BF C- P- P- -- -,METOC.OCA.HYDGRY.BTMFAT.BTMCHR.PBL,Pebbles,
WOS-BFC-R-P----,W O S - BF C- R- P- -- -,METOC.OCA.HYDGRY.BTMFAT.BTMCHR.RCK,Rock,
WOS-BFC-S-P----,W O S - BF C- S- P- -- -,METOC.OCA.HYDGRY.BTMFAT.BTMCHR.SD,Sand,
WOS-BFC-SHP----,W O S - BF C- SH P- -- -,METOC.OCA.HYDGRY.BTMFAT.BTMCHR.SHE,Shell,
WOS-BFC-SIP----,W O S - BF C- SI P- -- -,METOC.OCA.HYDGRY.BTMFAT.BTMCHR.SLT,Silt,
WOS-BFC-STP----,W O S - BF C- ST P- -- -,METOC.OCA.HYDGRY.BTMFAT.BTMCHR.STNE,Stones,
WOS-BFQ-C-P----,W O S - BF Q- C- P- -- -,METOC.OCA.HYDGRY.BTMFAT.QLFYTM.CSE,Coarse,
WOS-BFQ-F-P----,W O S - BF Q- F- P- -- -,METOC.OCA.HYDGRY.BTMFAT.QLFYTM.FNE,Fine,
WOS-BFQ-M-P----,W O S - BF Q- M- P- -- -,METOC.OCA.HYDGRY.BTMFAT.QLFYTM.MDM,Medium,
WO-DHCB-----A--,W O - D HC B- -- -- A- -,METOC.OCA.HYDGRY.CSTHYD.BEH,Beach,pg
WO-DHCC----L---,W O - D HC C- -- -L -- -,METOC.OCA.HYDGRY.CSTHYD.CSTLN,Coastline,pl
WO-DHCF----L---,W O - D HC F- -- -L -- -,METOC.OCA.HYDGRY.CSTHYD.FSH1.FSH2,Foreshore,pl
WO-DHCF-----A--,W O - D HC F- -- -- A- -,METOC.OCA.HYDGRY.CSTHYD.FSH1.FSH3,Foreshore,pg
WO-DHCW-----A--,W O - D HC W- -- -- A- -,METOC.OCA.HYDGRY.CSTHYD.H2O,Water,pg
WO-DHCI-----A--,W O - D HC I- -- -- A- -,METOC.OCA.HYDGRY.CSTHYD.ISND,Island,pg
WO-DHHDB---L---,W O - D HH DB -- -L -- -,METOC.OCA.HYDGRY.DANHAZ.BRKS,Breakers,pl
WO-DHHDD----A--,W O - D HH DD -- -- A- -,METOC.OCA.HYDGRY.DANHAZ.DCDH2O,Discolored Water,pg
WOS-HHDE--P----,W O S - HH DE -- P- -- -,METOC.OCA.HYDGRY.DANHAZ.EOTR,Eddies-Overfalls-Tide Rips,
WOS-HHDF--P----,W O S - HH DF -- P- -- -,METOC.OCA.HYDGRY.DANHAZ.FLGRD1.FLGRD2,Foul Ground,pt
WO-DHHDF----A--,W O - D HH DF -- -- A- -,METOC.OCA.HYDGRY.DANHAZ.FLGRD1.FLGRD3,Foul Ground,pg
WO-DHHDK--P----,W O - D HH DK -- P- -- -,METOC.OCA.HYDGRY.DANHAZ.KLP1.KLP2,Kelp2-Seaweed,pt
WO-DHHDK----A--,W O - D HH DK -- -- A- -,METOC.OCA.HYDGRY.DANHAZ.KLP1.KLP3,Kelp3-Seaweed,pg
WOS-HHDMDBP----,W O S - HH DM DB P- -- -,METOC.OCA.HYDGRY.DANHAZ.MNENAV.DBT,Mine-Naval (Doubtful),
WOS-HHDMDFP----,W O S - HH DM DF P- -- -,METOC.OCA.HYDGRY.DANHAZ.MNENAV.DEFN,Mine-Naval (Definite),
WOS-HHRA--P----,W O S - HH RA -- P- -- -,METOC.OCA.HYDGRY.DANHAZ.RCKAWD,Rock Awashed,
WOS-HHRS--P----,W O S - HH RS -- P- -- -,METOC.OCA.HYDGRY.DANHAZ.RCKSBM,Rock Submergered,
WOS-HHDR---L---,W O S - HH DR -- -L -- -,METOC.OCA.HYDGRY.DANHAZ.REEF,Reef,pl
WOS-HHDS--P----,W O S - HH DS -- P- -- -,METOC.OCA.HYDGRY.DANHAZ.SNAG,Snags-Stumps,
WO-DHHD-----A--,W O - D HH D- -- -- A- -,METOC.OCA.HYDGRY.DANHAZ.UH2DAN,Underwater Danger-Hazard,pg
WOS-HHDWB-P----,W O S - HH DW B- P- -- -,METOC.OCA.HYDGRY.DANHAZ.WRK.SBM,Wreck (Submerged),
WOS-HHDWA-P----,W O S - HH DW A- P- -- -,METOC.OCA.HYDGRY.DANHAZ.WRK.UCOV,Wreck (Uncovers),
WO-DHDDA----A--,W O - D HD DA -- -- A- -,METOC.OCA.HYDGRY.DPH.ARA,Depth Area,pt
WO-DHDDL---L---,W O - D HD DL -- -L -- -,METOC.OCA.HYDGRY.DPH.CRV,Depth Curve,pl
WO-DHDDC---L---,W O - D HD DC -- -L -- -,METOC.OCA.HYDGRY.DPH.CTUR,Depth Contour,pl
WOS-HDS---P----,W O S - HD S- -- P- -- -,METOC.OCA.HYDGRY.DPH.SNDG,Soundings,
WOS-HPM-CC-L---,W O S - HP M- CC -L -- -,METOC.OCA.HYDGRY.PRTHBR.FAC.CFCSG,Cable Ferry Crossing,pt
WO-DHPMD----A--,W O - D HP MD -- -- A- -,METOC.OCA.HYDGRY.PRTHBR.FAC.DDCK,Drydock,pg
WOS-HPD---P----,W O S - HP D- -- P- -- -,METOC.OCA.HYDGRY.PRTHBR.FAC.DOPN,Dolphin,pt
WOS-HPM-FC-L---,W O S - HP M- FC -L -- -,METOC.OCA.HYDGRY.PRTHBR.FAC.FRYCSG,Ferry Crossing,pt
WOS-HPML--P----,W O S - HP ML -- P- -- -,METOC.OCA.HYDGRY.PRTHBR.FAC.LNDPLC,Landing Place,pt
WOS-HPM-R-P----,W O S - HP M- R- P- -- -,METOC.OCA.HYDGRY.PRTHBR.FAC.LNDRNG,Landing Ring,pt
WO-DHPMO--P----,W O - D HP MO -- P- -- -,METOC.OCA.HYDGRY.PRTHBR.FAC.OSLF1,Offshore Loading Facility,pt
WO-DHPMO---L---,W O - D HP MO -- -L -- -,METOC.OCA.HYDGRY.PRTHBR.FAC.OSLF2,Offshore Loading Facility,pl
WO-DHPMO----A--,W O - D HP MO -- -- A- -,METOC.OCA.HYDGRY.PRTHBR.FAC.OSLF3,Offshore Loading Facility,pg
WO-DHPMRA--L---,W O - D HP MR A- -L -- -,METOC.OCA.HYDGRY.PRTHBR.FAC.RAMPAW,Ramp (Above Water),pl
WO-DHPMRB--L---,W O - D HP MR B- -L -- -,METOC.OCA.HYDGRY.PRTHBR.FAC.RAMPBW,Ramp (Below Water),pl
WOS-HPFH--P----,W O S - HP FH -- P- -- -,METOC.OCA.HYDGRY.PRTHBR.FSG.FSGHBR,Fishing Harbor,
WOS-HPFS--P----,W O S - HP FS -- P- -- -,METOC.OCA.HYDGRY.PRTHBR.FSG.FSTK1,Fish Stakes-Traps-Weirs Fstk1,pt
WOS-HPFS---L---,W O S - HP FS -- -L -- -,METOC.OCA.HYDGRY.PRTHBR.FSG.FSTK2,Fish Stakes-Traps-Weirs Fstk2,pt
WOS-HPFF----A--,W O S - HP FF -- -- A- -,METOC.OCA.HYDGRY.PRTHBR.FSG.FSTK3,Fish Stakes-Traps-Weirs Fstk3,pg
WOS-HPBA--P----,W O S - HP BA -- P- -- -,METOC.OCA.HYDGRY.PRTHBR.PRT.ANCRG1,Anchorage,pt
WO-DHPBA---L---,W O - D HP BA -- -L -- -,METOC.OCA.HYDGRY.PRTHBR.PRT.ANCRG2,Anchorage,pl
WO-DHPBA----A--,W O - D HP BA -- -- A- -,METOC.OCA.HYDGRY.PRTHBR.PRT.ANCRG3,Anchorage,pg
WOS-HPB-A-P----,W O S - HP B- A- P- -- -,METOC.OCA.HYDGRY.PRTHBR.PRT.BRHSA,Berths (Anchor),
WOS-HPB-O-P----,W O S - HP B- O- P- -- -,METOC.OCA.HYDGRY.PRTHBR.PRT.BRHSO,Berths (Onshore),
WOS-HPCP--P----,W O S - HP CP -- P- -- -,METOC.OCA.HYDGRY.PRTHBR.PRT.CIP,Call In Point,pt
WO-DHPBP---L---,W O - D HP BP -- -L -- -,METOC.OCA.HYDGRY.PRTHBR.PRT.PWQ,Pier-Wharf-Quay,pl
WO-DHPSPA--L---,W O - D HP SP A- -L -- -,METOC.OCA.HYDGRY.PRTHBR.SHRLNE.BWGJAW,Breakwater-Groin-Jetty (Above Water),pl
WO-DHPSPB--L---,W O - D HP SP B- -L -- -,METOC.OCA.HYDGRY.PRTHBR.SHRLNE.BWGJBW,Breakwater-Groin-Jetty (Below Water),pl
WO-DHPSPS--L---,W O - D HP SP S- -L -- -,METOC.OCA.HYDGRY.PRTHBR.SHRLNE.SW,Seawall,pl
WO-DTCCCFE-L---,W O - D TC CC FE -L -- -,METOC.OCA.HYDGRY.TDECUR.EBB,Current Flow - Ebb,pl
WO-DTCCCFF-L---,W O - D TC CC FF -L -- -,METOC.OCA.HYDGRY.TDECUR.FLOOD,Current Flow - Flood,pl
WOS-TCCW--P----,W O S - TC CW -- P- -- -,METOC.OCA.HYDGRY.TDECUR.H2OTRB,Water Turbulence,
WOS-TCCTD-P----,W O S - TC CT D- P- -- -,METOC.OCA.HYDGRY.TDECUR.TDEDP,Tide Data Point,
WOS-TCCTG-P----,W O S - TC CT G- P- -- -,METOC.OCA.HYDGRY.TDECUR.TDEG,Tide Gauge,
WOS-IDC---P----,W O S - ID C- -- P- -- -,METOC.OCA.ISYS.DYNPRO.CNG,Convergence,
WOS-IDD---P----,W O S - ID D- -- P- -- -,METOC.OCA.ISYS.DYNPRO.DVG,Divergence,
WO-DIDID---L---,W O - D ID ID -- -L -- -,METOC.OCA.ISYS.DYNPRO.ID,Ice Drift (Direction),
WOS-IDS---P----,W O S - ID S- -- P- -- -,METOC.OCA.ISYS.DYNPRO.SHAZ,Shearing Or Shear Zone,
WOS-IB----P----,W O S - IB -- -- P- -- -,METOC.OCA.ISYS.IB,Icebergs,
WOS-IBBS--P----,W O S - IB BS -- P- -- -,METOC.OCA.ISYS.IB.BAS,Belts And Strips,
WOS-IBBB--P----,W O S - IB BB -- P- -- -,METOC.OCA.ISYS.IB.BB,Bergy Bit,
WOS-IBF---P----,W O S - IB F- -- P- -- -,METOC.OCA.ISYS.IB.FBG,Floeberg,
WOS-IBG---P----,W O S - IB G- -- P- -- -,METOC.OCA.ISYS.IB.GNL,Iceberg - General,
WOS-IBGL--P----,W O S - IB GL -- P- -- -,METOC.OCA.ISYS.IB.GWL,Growler,
WOS-IBII--P----,W O S - IB II -- P- -- -,METOC.OCA.ISYS.IB.II,Ice Island,
WOS-IBM---P----,W O S - IB M- -- P- -- -,METOC.OCA.ISYS.IB.MNY,Many Icebergs,
WOS-IBBBM-P----,W O S - IB BB M- P- -- -,METOC.OCA.ISYS.IB.MNYBB,Many Bergy Bits,
WOS-IBMG--P----,W O S - IB MG -- P- -- -,METOC.OCA.ISYS.IB.MNYGNL,Many Icebergs - General,
WOS-IBGLM-P----,W O S - IB GL M- P- -- -,METOC.OCA.ISYS.IB.MNYGWL,Many Growlers,
WOS-ICWB--P----,W O S - IC WB -- P- -- -,METOC.OCA.ISYS.ICN.BW,Bergy Water,
WOS-ICIF--P----,W O S - IC IF -- P- -- -,METOC.OCA.ISYS.ICN.IF,Ice Free,
WOS-ICWR--P----,W O S - IC WR -- P- -- -,METOC.OCA.ISYS.ICN.WWRT,Water With Radar Targets,
WO-DILIEE--L---,W O - D IL IE E- -L -- -,METOC.OCA.ISYS.LMT.EIEOB,Estimated Ice Edge Or Boundary,pl
WO-DILIER--L---,W O - D IL IE R- -L -- -,METOC.OCA.ISYS.LMT.IEOBFR,Ice Edge Or Boundary From Radar,pl
WO-DILOR---L---,W O - D IL OR -- -L -- -,METOC.OCA.ISYS.LMT.LORO,Limit Of Radar Observation,pl
WO-DILUC---L---,W O - D IL UC -- -L -- -,METOC.OCA.ISYS.LMT.LOU,Limit Of Undercast,pl
WO-DILOV---L---,W O - D IL OV -- -L -- -,METOC.OCA.ISYS.LMT.LOVO,Limit Of Visual Observation,pl
WO-DILIEO--L---,W O - D IL IE O- -L -- -,METOC.OCA.ISYS.LMT.OIEOB,Observed Ice Edge Or Boundary,pl
WO-DIOC----L---,W O - D IO C- -- -L -- -,METOC.OCA.ISYS.OITI.CRK,Cracks,pl
WO-DIOCS---L---,W O - D IO CS -- -L -- -,METOC.OCA.ISYS.OITI.CRKASL,Cracks At A Specific Location,pl
WO-DIOLF---L---,W O - D IO LF -- -L -- -,METOC.OCA.ISYS.OITI.FZLED,Frozen Lead,pl
WO-DIOL----L---,W O - D IO L- -- -L -- -,METOC.OCA.ISYS.OITI.LED,Lead,pl
WOS-ISC---P----,W O S - IS C- -- P- -- -,METOC.OCA.ISYS.SC,Snow Cover,
WOS-ISS---P----,W O S - IS S- -- P- -- -,METOC.OCA.ISYS.SC.SWO,Sastrugi (With Orientation),
WOS-II----P----,W O S - II -- -- P- -- -,METOC.OCA.ISYS.SI,Sea Ice,
WOS-IITE--P----,W O S - II TE -- P- -- -,METOC.OCA.ISYS.SI.ITEST,Ice Thickness (Estimated),
WOS-IITM--P----,W O S - II TM -- P- -- -,METOC.OCA.ISYS.SI.ITOBS,Ice Thickness (Observed),
WOS-IIP---P----,W O S - II P- -- P- -- -,METOC.OCA.ISYS.SI.MPOFI,Melt Puddles Or Flooded Ice,
WOS-ITRH--P----,W O S - IT RH -- P- -- -,METOC.OCA.ISYS.TOPFTR.HUM,Ridges Or Hummocks,
WOS-ITBB--P----,W O S - IT BB -- P- -- -,METOC.OCA.ISYS.TOPFTR.JBB,Jammed Brash Barrier,
WOS-ITR---P----,W O S - IT R- -- P- -- -,METOC.OCA.ISYS.TOPFTR.RFTG,Rafting,
WO-DL-MA----A--,W O - D L- MA -- -- A- -,METOC.OCA.LMT.MARTAR,Maritime Area,pg
WO-DL-ML---L---,W O - D L- ML -- -L -- -,METOC.OCA.LMT.MARTLB,Maritime Limit Boundary,pl
WO-DL-O-----A--,W O - D L- O- -- -- A- -,METOC.OCA.LMT.OD,Operator-Defined,pg
WO-DL-RA---L---,W O - D L- RA -- -L -- -,METOC.OCA.LMT.RSDARA,Restricted Area,pl
WO-DL-SA----A--,W O - D L- SA -- -- A- -,METOC.OCA.LMT.SWPARA,Swept Area,pg
WO-DL-TA----A--,W O - D L- TA -- -- A- -,METOC.OCA.LMT.TRGARA,Training Area,pg
WO-DMCD----L---,W O - D MC D- -- -L -- -,METOC.OCA.MMD.CNL,Canal,pl
WOS-MF----P----,W O S - MF -- -- P- -- -,METOC.OCA.MMD.FRD,Ford,
WOS-ML----P----,W O S - ML -- -- P- -- -,METOC.OCA.MMD.LCK,Lock,
WOS-MOA---P----,W O S - MO A- -- P- -- -,METOC.OCA.MMD.OLRG,Oil/Gas Rig,
WO-DMOA-----A--,W O - D MO A- -- -- A- -,METOC.OCA.MMD.OLRGFD,Oil/Gas Rig Field,pg
WOS-MPA---P----,W O S - MP A- -- P- -- -,METOC.OCA.MMD.PLE,Pile/Piling/Post,
WO-DMPA----L---,W O - D MP A- -- -L -- -,METOC.OCA.MMD.PPELNE,Pipelines/Pipe,pl
WO-DMCC-----A--,W O - D MC C- -- -- A- -,METOC.OCA.MMD.SBMCRB,Submerged Crib,pg
WO-DMCA----L---,W O - D MC A- -- -L -- -,METOC.OCA.MMD.SUBCBL,Submarine Cable,pl
WO-DBSF-----A--,W O - D BS F- -- -- A- -,METOC.OCA.OCNGRY.BEHSPE.FLT,Flat,pg
WO-DBSG-----A--,W O - D BS G- -- -- A- -,METOC.OCA.OCNGRY.BEHSPE.GTL,Gentle,pg
WO-DBSM-----A--,W O - D BS M- -- -- A- -,METOC.OCA.OCNGRY.BEHSPE.MOD,Moderate,pg
WO-DBST-----A--,W O - D BS T- -- -- A- -,METOC.OCA.OCNGRY.BEHSPE.STP,Steep,pg
WO-DOBVA----A--,W O - D OB VA -- -- A- -,METOC.OCA.OCNGRY.BIOLUM.VDR1-2,Vdr Level 1-2,pg
